trial	type	block	visual_target	motor_target	rt	onset	duration	made_errors
53	T	2	3	4	0.452106	80.619636	0.830366	0
54	T	2	2	3	0.490192	81.469553	0.830633	0
55	T	2	1	2	0.480099	82.319645	0.830450	0
56	T	2	4	1	0.381587	83.170155	0.829848	0
57	T	2	2	3	0.491945	84.019818	0.830278	0
58	T	2	1	2	0.530201	84.869542	0.830621	0
59	T	2	4	1	0.423699	85.720021	0.829999	0
60	T	2	3	4	0.397876	86.569868	0.830197	0
61	T	2	4	1	0.450840	87.420904	0.829203	0
62	T	2	2	3	0.440804	88.270939	0.829128	0
63	T	2	3	4	0.406996	89.120733	0.829304	0
64	T	2	1	2	0.445040	89.970672	0.829371	0
65	T	2	3	4	0.395300	90.820451	0.829686	0
66	T	2	2	3	0.424668	91.671074	0.829016	0
67	T	2	4	1	0.382787	92.520961	0.829091	0
68	T	2	1	2	0.452859	93.370884	0.829257	0
69	T	2	3	4	0.378722	94.221021	0.829028	0
70	T	2	2	3	0.423863	95.071881	0.828254	0
71	T	2	1	2	0.000000	95.921800	0.828312	1
72	T	2	4	1	0.748172	96.771570	0.828437	0
1	R	3	4	4	0.557959	111.624157	0.825845	0
2	R	3	1	1	0.339995	112.474121	0.825891	0
3	R	3	3	3	0.305308	113.324808	0.825251	0
4	R	3	2	2	0.407421	114.174695	0.825399	0
5	R	3	1	1	0.293441	115.024682	0.825459	0
6	R	3	4	4	0.299083	115.875036	0.825100	0
7	R	3	2	2	0.401668	116.724447	0.825556	0
8	R	3	3	3	0.311266	117.574851	0.825212	0
9	R	3	1	1	0.300501	118.425619	0.824535	0
10	R	3	2	2	0.315215	119.274906	0.825263	0
11	R	3	4	4	0.280245	120.125876	0.824296	0
12	R	3	3	3	0.303016	120.975101	0.825020	0
13	R	3	4	4	0.364518	121.825598	0.824412	0
14	R	3	3	3	0.322521	122.675597	0.824482	0
15	R	3	1	1	0.296113	123.526006	0.824015	0
16	R	3	2	2	0.318207	124.375911	0.824107	0
17	R	3	1	1	0.348330	125.225779	0.824356	0
18	R	3	2	2	0.313474	126.076644	0.823418	0
19	R	3	4	4	0.263270	126.926847	0.823327	0
20	R	3	3	3	0.293546	127.776570	0.823550	0
21	R	3	1	1	0.299793	128.626324	0.823781	0
22	R	3	4	4	0.401355	129.476761	0.823327	0
23	R	3	2	2	0.000000	130.326920	0.823165	1
24	R	3	3	3	0.469620	131.176499	0.823624	0
1	S	4	1	1	0.601836	146.029192	0.820959	0
2	S	4	3	3	0.278816	146.880186	0.820003	0
3	S	4	4	4	0.276792	147.730201	0.819883	0
4	S	4	2	2	0.610684	148.580307	0.819761	0
5	S	4	1	1	0.305136	149.429857	0.820319	0
6	S	4	2	2	0.399190	150.279770	0.820361	0
7	S	4	3	3	0.301228	151.129765	0.820255	0
8	S	4	1	1	0.307059	151.963904	0.836275	0
9	S	4	4	4	0.320956	152.814036	0.836062	0
10	S	4	3	3	0.310843	153.664151	0.835861	0
11	S	4	2	2	0.317194	154.513805	0.836334	0
12	S	4	4	4	0.283292	155.363708	0.836317	0
13	S	4	1	1	0.289072	156.213926	0.836123	0
14	S	4	3	3	0.279116	157.063881	0.836251	0
15	S	4	4	4	0.333029	157.913972	0.836065	0
16	S	4	2	2	0.441788	158.765213	0.834926	0
17	S	4	1	1	0.312953	159.614070	0.836049	0
18	S	4	2	2	0.341606	160.465377	0.834786	0
19	S	4	3	3	0.259634	161.315369	0.834710	0
20	S	4	1	1	0.289702	162.165300	0.834726	0
21	S	4	4	4	0.303575	163.015417	0.834781	0
22	S	4	3	3	0.333327	163.865676	0.834418	0
23	S	4	2	2	0.323855	164.715146	0.834888	0
24	S	4	4	4	0.376612	165.566390	0.833707	0
25	S	4	1	1	0.319782	166.415223	0.834940	0
26	S	4	3	3	0.364391	167.266613	0.833495	0
27	S	4	4	4	0.290559	168.116444	0.833692	0
28	S	4	2	2	0.336466	168.966539	0.833596	0
29	S	4	1	1	0.286503	169.816488	0.833594	0
30	S	4	2	2	0.340506	170.666495	0.833606	0
31	S	4	3	3	0.290693	171.516310	0.833745	0
32	S	4	1	1	0.304775	172.366230	0.833945	0
33	S	4	4	4	0.285518	173.217485	0.832635	0
34	S	4	3	3	0.275349	174.067652	0.832403	0
35	S	4	2	2	0.305529	174.917470	0.832702	0
36	S	4	4	4	0.303374	175.767628	0.832547	0
37	S	4	1	1	0.301435	176.617565	0.832483	0
38	S	4	3	3	0.283504	177.467498	0.832592	0
39	S	4	4	4	0.289531	178.317470	0.832702	0
40	S	4	2	2	0.000000	179.167445	0.832723	1
41	S	4	1	1	0.349380	180.017624	0.832421	0
42	S	4	2	2	0.386452	180.868549	0.831566	0
43	S	4	3	3	0.272258	181.718743	0.831332	0
44	S	4	1	1	0.310433	182.568546	0.831599	0
45	S	4	4	4	0.284335	183.418672	0.831331	0
46	S	4	3	3	0.297820	184.269181	0.830828	0
47	S	4	2	2	0.320413	185.118587	0.831522	0
48	S	4	4	4	0.325645	185.969357	0.830708	0
49	S	4	1	1	0.284472	186.818529	0.831615	0
50	S	4	3	3	0.370125	187.668877	0.831133	0
51	S	4	4	4	0.327407	188.519594	0.830584	0
52	S	4	2	2	0.333421	189.369580	0.830489	0
53	S	4	1	1	0.299781	190.219222	0.830890	0
54	S	4	2	2	0.433335	191.069665	0.830344	1
55	S	4	3	3	0.287209	191.919762	0.830320	0
56	S	4	1	1	0.277156	192.769813	0.830327	0
57	S	4	4	4	0.379427	193.619565	0.830493	1
58	S	4	3	3	0.376432	194.470571	0.829604	0
59	S	4	2	2	0.311095	195.319896	0.830133	0
60	S	4	4	4	0.356393	196.170621	0.829515	0
61	S	4	1	1	0.298579	197.020426	0.829613	0
62	S	4	3	3	0.360038	197.870964	0.829181	0
63	S	4	4	4	0.302233	198.720736	0.829328	0
64	S	4	2	2	0.332017	199.570983	0.829127	0
65	S	4	1	1	0.290096	200.420905	0.829218	0
66	S	4	2	2	0.327465	201.271539	0.828599	0
67	S	4	3	3	0.309964	202.121035	0.829131	0
68	S	4	1	1	0.314923	202.972077	0.827996	0
69	S	4	4	4	0.305688	203.821303	0.828743	0
70	S	4	3	3	0.327161	204.671838	0.828301	0
71	S	4	2	2	0.381377	205.521625	0.828414	0
72	S	4	4	4	0.330467	206.372535	0.827614	0
1	R	5	1	1	0.513677	221.224167	0.825850	0
2	R	5	4	4	0.288155	222.073852	0.826245	0
3	R	5	2	2	0.325026	222.924977	0.825170	0
4	R	5	3	3	0.291685	223.774290	0.825726	0
5	R	5	2	2	0.393452	224.624550	0.825519	0
6	R	5	3	3	0.318708	225.475290	0.824733	0
7	R	5	1	1	0.268345	226.325632	0.824541	0
8	R	5	4	4	0.322994	227.175008	0.825032	0
9	R	5	3	3	0.297097	228.024896	0.825226	0
10	R	5	4	4	0.326012	228.875965	0.824171	0
11	R	5	2	2	0.324513	229.725481	0.824659	0
12	R	5	1	1	0.305895	230.576065	0.824130	0
13	R	5	2	2	0.311575	231.426422	0.823640	0
14	R	5	1	1	0.325722	232.276280	0.823872	0
15	R	5	3	3	0.300234	233.125768	0.824403	0
16	R	5	4	4	0.266017	233.975984	0.824178	0
17	R	5	2	2	0.503076	234.826913	0.823136	1
18	R	5	1	1	0.293882	235.676120	0.824061	0
19	R	5	3	3	0.275355	236.526650	0.823456	0
20	R	5	4	4	0.273553	237.376450	0.823592	0
21	R	5	2	2	0.262688	238.227314	0.822838	0
22	R	5	3	3	0.596513	239.077514	0.822508	1
23	R	5	1	1	0.283092	239.926898	0.823134	0
24	R	5	4	4	0.296318	240.777673	0.822352	0
1	S	6	2	2	0.568325	255.630266	0.819773	0
2	S	6	1	1	0.319522	256.479232	0.820783	0
3	S	6	2	2	0.332773	257.329977	0.820164	0
4	S	6	3	3	0.299237	258.179517	0.820602	0
5	S	6	1	1	0.280885	259.029866	0.820161	0
6	S	6	4	4	0.286937	259.863814	0.836213	0
7	S	6	3	3	0.292861	260.713884	0.836241	0
8	S	6	2	2	0.266892	261.563851	0.836153	0
9	S	6	4	4	0.288930	262.413812	0.836206	0
10	S	6	1	1	0.286891	263.263857	0.836275	0
11	S	6	3	3	0.340850	264.113891	0.836231	0
12	S	6	4	4	0.265777	264.964967	0.835184	0
13	S	6	2	2	0.264656	265.814086	0.836059	0
14	S	6	1	1	0.301401	266.665309	0.834709	0
15	S	6	2	2	0.299807	267.514938	0.835115	0
16	S	6	3	3	0.257684	268.365062	0.835053	0
17	S	6	1	1	0.247606	269.215140	0.834920	0
18	S	6	4	4	0.277781	270.064964	0.835125	0
19	S	6	3	3	0.347553	270.915198	0.834870	0
20	S	6	2	2	0.273620	271.765124	0.835005	0
21	S	6	4	4	0.303524	272.615220	0.834813	0
22	S	6	1	1	0.228416	273.466328	0.833852	0
23	S	6	3	3	0.362208	274.316490	0.833626	0
24	S	6	4	4	0.288481	275.166263	0.833847	0
25	S	6	2	2	0.230326	276.016415	0.833721	0
26	S	6	1	1	0.276417	276.866294	0.833762	0
27	S	6	2	2	0.330459	277.716285	0.833845	0
28	S	6	3	3	0.280383	278.566361	0.833738	0
29	S	6	1	1	0.294438	279.416311	0.833806	0
30	S	6	4	4	0.292581	280.266165	0.834009	0
31	S	6	3	3	0.297515	281.117248	0.832803	0
32	S	6	2	2	0.287512	281.967230	0.832826	0
33	S	6	4	4	0.325464	282.817278	0.832862	0
34	S	6	1	1	0.259171	283.667570	0.832554	0
35	S	6	3	3	0.281400	284.517345	0.832756	0
36	S	6	4	4	0.231537	285.367206	0.832927	0
37	S	6	2	2	0.284585	286.218158	0.831845	0
38	S	6	1	1	0.258445	287.068296	0.831810	0
39	S	6	2	2	0.329309	287.917433	0.832601	0
40	S	6	3	3	0.262222	288.768522	0.831498	0
41	S	6	1	1	0.268191	289.618552	0.831600	0
42	S	6	4	4	0.258183	290.468561	0.831453	0
43	S	6	3	3	0.296141	291.318603	0.831404	0
44	S	6	2	2	0.269488	292.169239	0.830784	0
45	S	6	4	4	0.340195	293.018550	0.831476	0
46	S	6	1	1	0.242205	293.868538	0.831502	0
47	S	6	3	3	0.279355	294.719388	0.830736	0
48	S	6	4	4	0.325072	295.569665	0.830424	0
49	S	6	2	2	0.419680	296.419065	0.830944	0
50	S	6	1	1	0.217315	297.269429	0.830734	0
51	S	6	2	2	0.302841	298.119902	0.830110	0
52	S	6	3	3	0.253099	298.969647	0.830492	0
53	S	6	1	1	0.290878	299.819861	0.830273	0
54	S	6	4	4	0.281081	300.669662	0.830356	0
55	S	6	3	3	0.270533	301.520210	0.829952	0
56	S	6	2	2	0.284105	302.370640	0.829453	0
57	S	6	4	4	0.322330	303.220414	0.829740	0
58	S	6	1	1	0.272135	304.070596	0.829429	0
59	S	6	3	3	0.286516	304.920234	0.829927	0
60	S	6	4	4	0.292435	305.770310	0.829785	0
61	S	6	2	2	0.314012	306.620730	0.829356	0
62	S	6	1	1	0.296109	307.470629	0.829466	0
63	S	6	2	2	0.317985	308.320766	0.829348	0
64	S	6	3	3	0.267732	309.170996	0.829012	0
65	S	6	1	1	0.320806	310.021909	0.828173	0
66	S	6	4	4	0.278945	310.871770	0.828348	0
67	S	6	3	3	0.268920	311.721820	0.828304	0
68	S	6	2	2	0.274492	312.572250	0.827919	0
69	S	6	4	4	0.288926	313.421818	0.828255	0
70	S	6	1	1	0.342760	314.271983	0.828172	0
71	S	6	3	3	0.460596	315.122150	0.827956	0
72	S	6	4	4	0.282883	315.971856	0.828264	0
1	R	7	2	2	0.543750	330.824715	0.825388	0
2	R	7	1	1	0.293616	331.674889	0.825184	0
3	R	7	4	4	0.315520	332.524981	0.825021	0
4	R	7	3	3	0.257306	333.375178	0.824927	0
5	R	7	2	2	0.271263	334.225231	0.824825	0
6	R	7	1	1	0.237095	335.075400	0.824664	0
7	R	7	4	4	0.291054	335.925426	0.824601	0
8	R	7	3	3	0.264995	336.775498	0.824618	0
9	R	7	4	4	0.334210	337.626254	0.823834	0
10	R	7	1	1	0.325110	338.475384	0.824717	0
11	R	7	2	2	0.290098	339.326365	0.823765	0
12	R	7	3	3	0.273156	340.175338	0.824739	0
13	R	7	1	1	0.286805	341.025688	0.824418	0
14	R	7	4	4	0.300586	341.875905	0.824193	0
15	R	7	3	3	0.274336	342.726158	0.823845	0
16	R	7	2	2	0.272489	343.576004	0.824032	0
17	R	7	3	3	0.325786	344.426708	0.823461	0
18	R	7	2	2	0.579823	345.276847	0.823315	1
19	R	7	4	4	0.280986	346.127522	0.822552	0
20	R	7	1	1	0.279645	346.976848	0.823241	0
21	R	7	2	2	0.317558	347.826933	0.823119	0
22	R	7	1	1	0.323285	348.677183	0.822947	0
23	R	7	4	4	0.296811	349.527683	0.822496	0
24	R	7	3	3	0.302797	350.377696	0.822417	0
1	T	8	1	2	0.578856	365.229743	0.820302	0
2	T	8	2	3	0.392731	366.063761	0.836346	0
3	T	8	4	1	0.414762	366.913701	0.836323	0
4	T	8	3	4	0.404764	367.763729	0.836363	0
5	T	8	1	2	0.370773	368.613719	0.836431	0
6	T	8	3	4	0.320705	369.463779	0.836379	0
7	T	8	2	3	0.334959	370.313534	0.836543	0
8	T	8	4	1	0.364638	371.163828	0.836189	0
9	T	8	3	4	0.418756	372.013756	0.836410	0
10	T	8	2	3	0.360595	372.863899	0.836234	0
11	T	8	1	2	0.645724	373.714771	0.835334	1
12	T	8	4	1	0.427308	374.565187	0.834893	0
13	T	8	2	3	0.393508	375.414988	0.835073	0
14	T	8	1	2	0.423799	376.264696	0.835311	0
15	T	8	3	4	0.381658	377.114838	0.835204	0
16	T	8	4	1	0.443851	377.964642	0.835370	0
17	T	8	1	2	0.353563	378.814938	0.835167	0
18	T	8	2	3	0.495552	379.664942	0.835119	0
19	T	8	4	1	0.316871	380.515622	0.834480	0
20	T	8	3	4	0.346168	381.366302	0.833722	0
21	T	8	1	2	0.480428	382.216065	0.833984	0
22	T	8	4	1	0.374161	383.066333	0.833728	0
23	T	8	3	4	0.484263	383.916232	0.833859	0
24	T	8	2	3	0.378525	384.765970	0.834041	0
25	T	8	4	1	0.320580	385.615907	0.834253	0
26	T	8	3	4	0.390640	386.465862	0.834175	0
27	T	8	2	3	0.331433	387.317060	0.833005	0
28	T	8	1	2	0.393462	388.167029	0.833028	0
29	T	8	3	4	0.447170	389.017326	0.832772	0
30	T	8	1	2	0.000000	389.867059	0.833024	1
31	T	8	2	3	0.419164	390.717332	0.832668	0
32	T	8	4	1	0.465533	391.566965	0.833120	0
33	T	8	3	4	0.327134	392.417366	0.832707	0
34	T	8	2	3	0.485420	393.267074	0.832993	0
35	T	8	1	2	0.322576	394.117918	0.832258	0
36	T	8	4	1	0.337115	394.967347	0.832658	0
37	T	8	2	3	0.390292	395.818201	0.831897	0
38	T	8	4	1	0.428183	396.668311	0.831829	0
39	T	8	1	2	0.417856	397.518639	0.831393	0
40	T	8	3	4	0.376637	398.367826	0.832218	0
41	T	8	1	2	0.470361	399.218126	0.831959	0
42	T	8	4	1	0.411273	400.069221	0.830939	0
43	T	8	3	4	0.338071	400.918424	0.831742	0
44	T	8	2	3	0.392091	401.768404	0.831697	0
45	T	8	4	1	0.445209	402.619285	0.830748	0
46	T	8	1	2	0.411086	403.469406	0.830752	0
47	T	8	2	3	0.440819	404.319677	0.830420	0
48	T	8	3	4	0.327346	405.169148	0.831002	0
49	T	8	1	2	0.469285	406.019210	0.830851	0
50	T	8	3	4	0.411186	406.869307	0.830867	0
51	T	8	2	3	0.321135	407.719360	0.830734	0
52	T	8	4	1	0.366050	408.570443	0.829619	0
53	T	8	1	2	0.475939	409.420554	0.829533	0
54	T	8	4	1	0.369916	410.270574	0.829579	0
55	T	8	3	4	0.391840	411.120657	0.829484	0
56	T	8	2	3	0.293686	411.970808	0.829355	0
57	T	8	3	4	0.492149	412.820312	0.829772	0
58	T	8	4	1	0.386330	413.670163	0.829888	0
59	T	8	1	2	0.343972	414.520489	0.829553	0
60	T	8	2	3	0.389018	415.371475	0.828680	0
61	T	8	1	2	0.707236	416.221258	0.828842	1
62	T	8	3	4	0.353766	417.070725	0.829401	0
63	T	8	2	3	0.575741	417.920753	0.829257	1
64	T	8	4	1	0.485441	418.771026	0.829019	0
65	T	8	2	3	0.370778	419.621684	0.828404	0
66	T	8	3	4	0.401068	420.471425	0.828624	0
67	T	8	1	2	0.454345	421.322150	0.827877	0
68	T	8	4	1	0.436086	422.172408	0.827690	0
69	T	8	1	2	0.402699	423.021796	0.828250	0
70	T	8	4	1	0.439950	423.872542	0.827501	0
71	T	8	3	4	0.381858	424.722638	0.827491	0
72	T	8	2	3	0.347995	425.572499	0.827661	0
1	R	9	4	4	0.639589	440.424912	0.825132	0
2	R	9	3	3	0.349268	441.275227	0.824792	0
3	R	9	2	2	0.403334	442.125130	0.825043	0
4	R	9	1	1	0.344702	442.975793	0.824215	0
5	R	9	3	3	0.391446	443.825046	0.825076	0
6	R	9	4	4	0.301248	444.675247	0.824906	0
7	R	9	1	1	0.315057	445.525437	0.824719	0
8	R	9	2	2	0.336811	446.375684	0.824322	0
9	R	9	1	1	0.311170	447.225324	0.824800	0
10	R	9	4	4	0.300188	448.076303	0.823721	0
11	R	9	3	3	0.330030	448.926464	0.823685	0
12	R	9	2	2	0.392153	449.776337	0.823683	0
13	R	9	3	3	0.382550	450.625946	0.824067	0
14	R	9	2	2	0.388155	451.476345	0.823779	0
15	R	9	1	1	0.298090	452.326373	0.823687	0
16	R	9	4	4	0.288102	453.176393	0.823655	0
17	R	9	2	2	0.325132	454.027368	0.822679	0
18	R	9	3	3	0.292132	454.876369	0.823710	0
19	R	9	1	1	0.313767	455.726732	0.823311	0
20	R	9	4	4	0.303782	456.576683	0.823465	0
21	R	9	3	3	0.293427	457.427067	0.823062	0
22	R	9	4	4	0.411057	458.277437	0.822733	0
23	R	9	1	1	0.336575	459.127921	0.822086	0
24	R	9	2	2	0.319304	459.977191	0.822855	0
