event	type	value	time
255	removal	2	149.160784
256	S	1	149.411250
257	removal	1	150.010485
258	S	2	150.261108
259	removal	2	150.860439
260	S	3	151.110724
261	removal	3	151.710141
262	S	1	151.960327
263	removal	1	152.559644
264	S	4	152.809822
265	removal	4	153.409589
266	S	3	153.659363
267	removal	3	154.259250
268	S	2	154.509466
269	removal	2	155.109059
270	S	4	155.358769
271	removal	4	155.959033
272	S	1	156.208902
273	removal	1	156.808378
274	S	3	157.058695
275	removal	3	157.658364
276	S	4	157.908132
277	removal	4	158.508407
278	S	2	158.757792
279	removal	2	159.357508
280	S	1	159.607602
281	removal	1	160.207829
282	S	2	160.457604
283	removal	2	161.057257
284	S	3	161.307174
285	removal	3	161.906755
286	S	1	162.156593
287	removal	1	162.756632
288	S	4	163.006362
289	removal	4	163.606098
290	S	3	163.856089
291	removal	3	164.455772
292	S	2	164.705908
293	removal	2	165.305895
294	S	4	165.555604
295	removal	4	166.155374
296	S	1	166.405777
297	removal	1	167.005146
298	S	3	167.255152
299	removal	3	167.854880
300	S	4	168.104730
301	removal	4	168.704436
302	S	2	168.954421
303	removal	2	169.554451
304	S	1	169.804218
305	removal	1	170.403657
306	S	2	170.653791
307	removal	2	171.253884
308	S	3	171.503115
309	removal	3	172.103159
310	S	1	172.353658
311	removal	1	172.953441
312	S	4	173.202885
313	removal	4	173.802433
314	S	3	174.052402
315	removal	3	174.668578
316	S	2	174.902630
317	removal	2	175.519286
318	S	4	175.768598
319	removal	4	176.368669
320	S	1	176.618493
321	removal	1	177.218447
322	S	3	177.468311
323	removal	3	178.068451
324	S	4	178.318127
325	removal	4	178.917641
326	S	2	179.167767
327	removal	2	179.767698
328	S	1	180.017646
329	removal	1	180.617452
330	S	2	180.867501
331	removal	2	181.466899
332	S	3	181.716895
333	removal	3	182.316865
334	S	1	182.566758
335	removal	1	183.166002
336	S	4	183.416574
337	removal	4	184.016152
338	S	3	184.265767
339	removal	3	184.865720
340	S	2	185.115651
341	removal	2	185.715387
342	S	4	185.965725
343	removal	4	186.565138
344	S	1	186.815279
345	removal	1	187.415287
346	S	3	187.664446
347	removal	3	188.264671
348	S	4	188.514188
349	removal	4	189.114440
350	S	2	189.364537
351	removal	2	189.964357
352	S	1	190.214342
353	removal	1	190.813937
354	S	2	191.063698
355	removal	2	191.663591
356	S	3	191.913799
357	removal	3	192.513651
358	S	1	192.763516
359	removal	1	193.362934
360	S	4	193.613059
361	removal	4	194.212881
362	S	3	194.462765
363	removal	3	195.062412
364	S	2	195.312518
365	removal	2	195.911988
366	S	4	196.162231
367	removal	4	196.761704
368	S	1	197.011901
369	removal	1	197.611315
370	S	3	197.861386
371	removal	3	198.461346
372	S	4	198.710970
373	removal	4	199.311249
374	S	2	199.561001
375	removal	2	200.160199
376	S	1	200.410604
377	removal	1	201.010406
378	S	2	201.260535
379	removal	2	201.860044
380	S	3	202.110247
381	removal	3	202.710188
382	S	1	202.960281
383	removal	1	203.559657
384	S	4	203.809690
385	removal	4	204.409696
386	S	3	204.659470
387	removal	3	205.259541
388	S	2	205.509294
389	removal	2	206.108557
390	S	4	206.358834
391	removal	4	206.958496
392	rest	+	207.208492
393	cue	R	219.204288
394	R	1	221.203889
395	removal	1	221.804012
396	R	4	222.053324
397	removal	4	222.653404
398	R	2	222.903158
399	removal	2	223.503401
400	R	3	223.769572
401	removal	3	224.368971
402	R	2	224.619079
403	removal	2	225.219359
404	R	3	225.468865
405	removal	3	226.068981
406	R	1	226.318628
407	removal	1	226.918671
408	R	4	227.168613
409	removal	4	227.768165
410	R	3	228.018430
411	removal	3	228.617982
412	R	4	228.867801
413	removal	4	229.467381
414	R	2	229.717578
415	removal	2	230.316913
416	R	1	230.567779
417	removal	1	231.166722
418	R	2	231.417474
419	removal	2	232.016517
420	R	1	232.266712
421	removal	1	232.866669
422	R	3	233.116986
423	removal	3	233.716539
424	R	4	233.966461
425	removal	4	234.565583
426	R	2	234.815814
427	removal	2	235.415919
428	R	1	235.665204
429	removal	1	236.265340
430	R	3	236.515348
431	removal	3	237.115416
432	R	4	237.365488
433	removal	4	237.964781
434	R	2	238.215227
435	removal	2	238.814616
436	R	3	239.064467
437	removal	3	239.664763
438	R	1	239.914358
439	removal	1	240.514392
440	R	4	240.764034
441	removal	4	241.363534
442	rest	+	241.614004
443	cue	S	253.610257
444	S	2	255.609601
445	removal	2	256.208474
446	S	1	256.459249
447	removal	1	257.058935
448	S	2	257.308991
449	removal	2	257.908667
450	S	3	258.157980
451	removal	3	258.758370
452	S	1	259.008488
453	removal	1	259.608012
454	S	4	259.857781
455	removal	4	260.457057
456	S	3	260.707554
457	removal	3	261.307596
458	S	2	261.556852
459	removal	2	262.156733
460	S	4	262.406827
461	removal	4	263.006999
462	S	1	263.256356
463	removal	1	263.855381
464	S	3	264.105731
465	removal	3	264.705909
466	S	4	264.955125
467	removal	4	265.555406
468	S	2	265.804948
469	removal	2	266.405083
470	S	1	266.655062
471	removal	1	267.254681
472	S	2	267.504462
473	removal	2	268.104760
474	S	3	268.354147
475	removal	3	268.954377
476	S	1	269.204208
477	removal	1	269.820422
478	S	4	270.053314
479	removal	4	270.653111
480	S	3	270.903857
481	removal	3	271.503668
482	S	2	271.753438
483	removal	2	272.352508
484	S	4	272.602696
485	removal	4	273.202711
486	S	1	273.468979
487	removal	1	274.068725
488	S	3	274.319278
489	removal	3	274.918853
490	S	4	275.168757
491	removal	4	275.768676
492	S	2	276.018491
493	removal	2	276.618399
494	S	1	276.868239
495	removal	1	277.468019
496	S	2	277.717853
497	removal	2	278.318045
498	S	3	278.567827
499	removal	3	279.167508
500	S	1	279.417485
501	removal	1	280.016762
502	S	4	280.266879
503	removal	4	280.866944
504	S	3	281.116244
505	removal	3	281.716089
506	S	2	281.966824
507	removal	2	282.566653
508	S	4	282.816059
509	removal	4	283.415608
510	S	1	283.666058
511	removal	1	284.265803
512	S	3	284.515929
513	removal	3	285.115482
514	S	4	285.365564
515	removal	4	285.965219
516	S	2	286.214949
517	removal	2	286.814997
518	S	1	287.064277
519	removal	1	287.664550
520	S	2	287.914009
521	removal	2	288.514201
522	S	3	288.763894
523	removal	3	289.364436
524	S	1	289.614032
525	removal	1	290.213617
526	S	4	290.463632
527	removal	4	291.063734
528	S	3	291.313387
529	removal	3	291.913145
530	S	2	292.163264
531	removal	2	292.762369
532	S	4	293.012921
533	removal	4	293.612661
534	S	1	293.862135
535	removal	1	294.462382
536	S	3	294.712284
537	removal	3	295.311438
538	S	4	295.561893
539	removal	4	296.161814
540	S	2	296.411598
541	removal	2	297.011228
542	S	1	297.261359
543	removal	1	297.861111
544	S	2	298.111011
545	removal	2	298.710623
546	S	3	298.960775
547	removal	3	299.560386
548	S	1	299.810261
549	removal	1	300.410570
550	S	4	300.659784
551	removal	4	301.260114
552	S	3	301.509957
553	removal	3	302.109455
554	S	2	302.359501
555	removal	2	302.959127
556	S	4	303.209295
557	removal	4	303.809035
558	S	1	304.058989
559	removal	1	304.659050
560	S	3	304.908815
561	removal	3	305.508760
562	S	4	305.758295
563	removal	4	306.358394
564	S	2	306.608401
565	removal	2	307.208170
566	S	1	307.457493
567	removal	1	308.057208
568	S	2	308.307542
569	removal	2	308.907522
570	S	3	309.157351
571	removal	3	309.757054
572	S	1	310.007097
573	removal	1	310.607108
574	S	4	310.856968
575	removal	4	311.456772
576	S	3	311.706054
577	removal	3	312.306272
578	S	2	312.556228
579	removal	2	313.156050
580	S	4	313.405944
581	removal	4	314.005760
582	S	1	314.255213
583	removal	1	314.855464
584	S	3	315.105078
585	removal	3	315.705364
586	S	4	315.955016
587	removal	4	316.555133
588	rest	+	316.804937
589	cue	R	328.817393
590	R	2	330.816805
591	removal	2	331.416513
592	R	1	331.666208
593	removal	1	332.266260
594	R	4	332.516205
595	removal	4	333.115971
596	R	3	333.365936
597	removal	3	333.965583
598	R	2	334.215579
599	removal	2	334.815583
600	R	1	335.065466
601	removal	1	335.664941
602	R	4	335.915178
603	removal	4	336.515097
604	R	3	336.764617
605	removal	3	337.364037
606	R	4	337.614393
607	removal	4	338.214393
608	R	1	338.464040
609	removal	1	339.063825
610	R	2	339.313732
611	removal	2	339.912839
612	R	3	340.163609
613	removal	3	340.763227
614	R	1	341.013072
615	removal	1	341.613200
616	R	4	341.862659
617	removal	4	342.462607
618	R	3	342.712733
619	removal	3	343.312669
620	R	2	343.562502
621	removal	2	344.161911
622	R	3	344.411916
623	removal	3	345.011509
624	R	2	345.262018
625	removal	2	345.861844
626	R	4	346.111431
627	removal	4	346.711495
628	R	1	346.961081
629	removal	1	347.561130
630	R	2	347.810577
631	removal	2	348.410854
632	R	1	348.660862
633	removal	1	349.260435
634	R	4	349.510673
635	removal	4	350.110182
636	R	3	350.360432
637	removal	3	350.960146
638	rest	+	351.210112
639	cue	T	363.205952
640	T	1	365.205512
641	removal	1	365.805335
642	T	2	366.054708
643	removal	2	366.654570
644	T	4	366.904988
645	removal	4	367.504754
646	T	3	367.754509
647	removal	3	368.370330
648	T	1	368.620650
649	removal	1	369.220102
650	T	3	369.470261
651	removal	3	370.070014
652	T	2	370.320081
653	removal	2	370.902598
654	T	4	371.152985
655	removal	4	371.752883
656	T	3	372.003079
657	removal	3	372.619416
658	T	2	372.869371
659	removal	2	373.452165
660	T	1	373.719123
661	removal	1	374.318416
662	T	4	374.568585
663	removal	4	375.167936
664	T	2	375.418346
665	removal	2	376.017933
666	T	1	376.268072
667	removal	1	376.867808
668	T	3	377.117030
669	removal	3	377.717426
670	T	4	377.967229
671	removal	4	378.567549
672	T	1	378.817206
673	removal	1	379.416917
674	T	2	379.666654
675	removal	2	380.266642
676	T	4	380.516778
677	removal	4	381.116430
678	T	3	381.366096
679	removal	3	381.966010
680	T	1	382.216000
681	removal	1	382.815702
682	T	4	383.065639
683	removal	4	383.665601
684	T	3	383.915210
685	removal	3	384.515252
686	T	2	384.765261
687	removal	2	385.364957
688	T	4	385.614851
689	removal	4	386.214567
690	T	3	386.464568
691	removal	3	387.063959
692	T	2	387.314184
693	removal	2	387.914033
694	T	1	388.163767
695	removal	1	388.763963
696	T	3	389.013703
697	removal	3	389.613415
698	T	1	389.863702
699	removal	1	390.463396
700	T	2	390.713221
701	removal	2	391.312533
702	T	4	391.562820
703	removal	4	392.162465
704	T	3	392.412268
705	removal	3	393.012124
706	T	2	393.262235
707	removal	2	393.861819
708	T	1	394.111993
709	removal	1	394.711597
710	T	4	394.961833
711	removal	4	395.561636
712	T	2	395.811171
713	removal	2	396.411245
714	T	4	396.661096
715	removal	4	397.260780
716	T	1	397.510895
717	removal	1	398.110843
718	T	3	398.360905
719	removal	3	398.960517
720	T	1	399.209954
721	removal	1	399.809738
722	T	4	400.060373
723	removal	4	400.659773
724	T	3	400.909802
725	removal	3	401.509911
726	T	2	401.759559
727	removal	2	402.359342
728	T	4	402.609235
729	removal	4	403.208870
730	T	1	403.458688
731	removal	1	404.058690
732	T	2	404.308625
733	removal	2	404.908422
734	T	3	405.158282
735	removal	3	405.758067
736	T	1	406.008067
737	removal	1	406.608240
738	T	3	406.858178
739	removal	3	407.457742
740	T	2	407.707591
741	removal	2	408.307408
742	T	4	408.557289
743	removal	4	409.156958
744	T	1	409.406691
745	removal	1	410.007157
746	T	4	410.256227
747	removal	4	410.855993
748	T	3	411.106538
749	removal	3	411.706449
750	T	2	411.955858
751	removal	2	412.555983
752	T	3	412.805680
753	removal	3	413.405554
754	T	4	413.655405
755	removal	4	414.255275
756	T	1	414.504852
757	removal	1	415.104657
758	T	2	415.354887
759	removal	2	415.954708
760	T	1	416.204290
761	removal	1	416.803802
762	T	3	417.054249
763	removal	3	417.653588
764	T	2	417.904299
765	removal	2	418.504030
766	T	4	418.753685
767	removal	4	419.352907
768	T	2	419.603628
769	removal	2	420.203548
770	T	3	420.453189
771	removal	3	421.052981
772	T	1	421.302777
773	removal	1	421.902341
774	T	4	422.169159
775	removal	4	422.769182
776	T	1	423.019023
777	removal	1	423.618433
778	T	4	423.868637
779	removal	4	424.468310
780	T	3	424.718541
781	removal	3	425.317641
782	T	2	425.568023
783	removal	2	426.167773
784	rest	+	426.417992
785	cue	R	438.414010
786	R	4	440.413141
787	removal	4	441.013039
788	R	3	441.262520
789	removal	3	441.862964
790	R	2	442.112867
791	removal	2	442.712529
792	R	1	442.962344
793	removal	1	443.561526
794	R	3	443.812168
795	removal	3	444.412113
796	R	4	444.661580
797	removal	4	445.261622
798	R	1	445.511333
799	removal	1	446.111396
800	R	2	446.361054
801	removal	2	446.960670
802	R	1	447.210215
803	removal	1	447.810576
804	R	4	448.060031
805	removal	4	448.660530
806	R	3	448.910142
807	removal	3	449.510330
808	R	2	449.760312
809	removal	2	450.359764
810	R	3	450.609157
811	removal	3	451.209206
812	R	2	451.459461
813	removal	2	452.059293
814	R	1	452.309200
815	removal	1	452.909001
816	R	4	453.159150
817	removal	4	453.758889
818	R	2	454.008591
819	removal	2	454.608214
820	R	3	454.857807
821	removal	3	455.458321
822	R	1	455.708014
823	removal	1	456.307542
824	R	4	456.557159
825	removal	4	457.157607
826	R	3	457.407312
827	removal	3	458.007640
828	R	4	458.257206
829	removal	4	458.857219
830	R	1	459.106929
831	removal	1	459.706978
832	R	2	459.956535
833	removal	2	460.556201
834	rest	+	460.806710
