event	type	value	time
0	key	1!	56115.048552
775	removal	4	422.766359
776	T	1	423.016380
0	key	2@	56115.872561
777	removal	1	423.616504
778	T	4	423.866532
0	key	1!	56116.784594
779	removal	4	424.466628
780	T	3	424.716654
0	key	0)	56117.608587
781	removal	3	425.316758
782	T	2	425.566791
0	key	9(	56118.432584
783	removal	2	426.166873
784	rest	+	426.416911
785	cue	R	438.416737
786	R	4	440.416988
0	key	0)	56133.464589
787	removal	4	441.019158
788	R	3	441.269205
0	key	9(	56134.064588
789	removal	3	441.869291
790	R	2	442.119330
0	key	2@	56134.856586
791	removal	2	442.719416
792	R	1	442.969462
0	key	1!	56135.696553
793	removal	1	443.569562
794	R	3	443.819594
0	key	9(	56136.600560
795	removal	3	444.419694
796	R	4	444.669738
0	key	0)	56137.440587
797	removal	4	445.269820
798	R	1	445.519861
0	key	2@	56138.248582
0	key	1!	56138.376571
799	removal	1	446.119963
800	R	2	446.370006
0	key	2@	56139.176586
801	removal	2	446.970088
802	R	1	447.220146
0	key	1!	56140.008559
803	removal	1	447.820230
804	R	4	448.070244
0	key	0)	56140.832591
805	removal	4	448.670347
806	R	3	448.920383
0	key	9(	56141.656587
807	removal	3	449.520477
808	R	2	449.770520
0	key	2@	56142.472572
809	removal	2	450.370614
810	R	3	450.620658
0	key	9(	56143.384604
811	removal	3	451.220746
812	R	2	451.470804
0	key	2@	56144.216551
813	removal	2	452.070861
814	R	1	452.320895
0	key	1!	56145.056589
815	removal	1	452.921011
816	R	4	453.171026
0	key	0)	56145.920556
817	removal	4	453.771148
818	R	2	454.021168
0	key	2@	56146.784582
819	removal	2	454.621254
820	R	3	454.871305
0	key	9(	56147.608585
821	removal	3	455.471394
822	R	1	455.721436
0	key	1!	56148.480588
823	removal	1	456.321524
824	R	4	456.571566
0	key	0)	56149.248584
825	removal	4	457.171658
826	R	3	457.421700
0	key	2@	56150.064552
827	removal	3	458.021786
828	R	4	458.271836
0	key	0)	56151.072587
829	removal	4	458.871922
830	R	1	459.121962
0	key	1!	56151.936587
831	removal	1	459.722069
832	R	2	459.972083
0	key	2@	56152.832587
833	removal	2	460.572193
834	rest	+	460.822231
