event	type	value	time
277	removal	4	158.513869
278	S	2	158.765213
0	key	2@	69552.980261
279	removal	2	159.365253
280	S	1	159.614070
0	key	1!	69553.700283
281	removal	1	160.215209
282	S	2	160.465377
0	key	2@	69554.580244
283	removal	2	161.065237
284	S	3	161.315369
0	key	9(	69555.348264
285	removal	3	161.915032
286	S	1	162.165300
0	key	1!	69556.228263
287	removal	1	162.765349
288	S	4	163.015417
0	key	0)	69557.092253
289	removal	4	163.615198
290	S	3	163.865676
0	key	9(	69557.972263
291	removal	3	164.465118
292	S	2	164.715146
0	key	2@	69558.812261
293	removal	2	165.316289
294	S	4	165.566390
0	key	0)	69559.716261
295	removal	4	166.166417
296	S	1	166.415223
0	key	1!	69560.508265
297	removal	1	167.016301
298	S	3	167.266613
0	key	9(	69561.404264
299	removal	3	167.866363
300	S	4	168.116444
0	key	0)	69562.180263
301	removal	4	168.716084
302	S	2	168.966539
0	key	2@	69563.076265
303	removal	2	169.566724
304	S	1	169.816488
0	key	1!	69563.876251
305	removal	1	170.416171
306	S	2	170.666495
0	key	2@	69564.780261
307	removal	2	171.266342
308	S	3	171.516310
0	key	9(	69565.580263
309	removal	3	172.117272
310	S	1	172.366230
0	key	1!	69566.444265
311	removal	1	172.966347
312	S	4	173.217485
0	key	0)	69567.276263
313	removal	4	173.817282
314	S	3	174.067652
0	key	9(	69568.116261
315	removal	3	174.667209
316	S	2	174.917470
0	key	2@	69568.996259
317	removal	2	175.517436
318	S	4	175.767628
0	key	0)	69569.844262
319	removal	4	176.367181
320	S	1	176.617565
0	key	1!	69570.692260
321	removal	1	177.217014
322	S	3	177.467498
0	key	9(	69571.524262
323	removal	3	178.067587
324	S	4	178.317470
0	key	0)	69572.380261
325	removal	4	178.917309
326	S	2	179.167445
0	key	1!	69573.252262
327	removal	2	179.768295
328	S	1	180.017624
0	key	1!	69574.140264
329	removal	1	180.618180
330	S	2	180.868549
0	key	2@	69575.028262
331	removal	2	181.468518
332	S	3	181.718743
0	key	9(	69575.764261
333	removal	3	182.318289
334	S	1	182.568546
0	key	1!	69576.652239
335	removal	1	183.168610
336	S	4	183.418672
0	key	0)	69577.476267
337	removal	4	184.018314
338	S	3	184.269181
0	key	9(	69578.340262
339	removal	3	184.868540
340	S	2	185.118587
0	key	2@	69579.212261
341	removal	2	185.718460
342	S	4	185.969357
0	key	0)	69580.068262
343	removal	4	186.569523
344	S	1	186.818529
0	key	1!	69580.876262
345	removal	1	187.419215
346	S	3	187.668877
0	key	9(	69581.812262
347	removal	3	188.269631
348	S	4	188.519594
0	key	0)	69582.620261
349	removal	4	189.119659
350	S	2	189.369580
0	key	2@	69583.476261
351	removal	2	189.969690
352	S	1	190.219222
0	key	1!	69584.292263
353	removal	1	190.819516
354	S	2	191.069665
0	key	9(	69585.180247
0	key	2@	69585.276260
355	removal	2	191.669320
356	S	3	191.919762
0	key	9(	69585.980232
357	removal	3	192.519676
358	S	1	192.769813
0	key	1!	69586.820229
359	removal	1	193.370405
360	S	4	193.619565
0	key	9(	69587.732264
0	key	0)	69587.772253
361	removal	4	194.220778
362	S	3	194.470571
0	key	9(	69588.620264
363	removal	3	195.070411
364	S	2	195.319896
0	key	2@	69589.404251
365	removal	2	195.920458
366	S	4	196.170621
0	key	0)	69590.300275
367	removal	4	196.770530
368	S	1	197.020426
0	key	1!	69591.092265
369	removal	1	197.620942
370	S	3	197.870964
0	key	9(	69592.004263
371	removal	3	198.471442
372	S	4	198.720736
0	key	0)	69592.796229
373	removal	4	199.320482
374	S	2	199.570983
0	key	2@	69593.676260
375	removal	2	200.171553
376	S	1	200.420905
0	key	1!	69594.484261
377	removal	1	201.020809
378	S	2	201.271539
0	key	2@	69595.372264
379	removal	2	201.870853
380	S	3	202.121035
0	key	9(	69596.204259
381	removal	3	202.721438
382	S	1	202.972077
0	key	1!	69597.060260
383	removal	1	203.571557
384	S	4	203.821303
0	key	0)	69597.900251
385	removal	4	204.421362
386	S	3	204.671838
0	key	9(	69598.772260
387	removal	3	205.272159
388	S	2	205.521625
0	key	2@	69599.676262
389	removal	2	206.122021
390	S	4	206.372535
0	key	0)	69600.476262
391	removal	4	206.971607
392	rest	+	207.222104
393	cue	R	219.223885
394	R	1	221.224167
0	key	1!	69615.511105
395	removal	1	221.824366
396	R	4	222.073852
0	key	0)	69616.135267
397	removal	4	222.674156
398	R	2	222.924977
0	key	2@	69617.023263
399	removal	2	223.524160
400	R	3	223.774290
0	key	9(	69617.839235
401	removal	3	224.374459
402	R	2	224.624550
0	key	2@	69618.791263
403	removal	2	225.224707
404	R	3	225.475290
0	key	9(	69619.567259
405	removal	3	226.074924
406	R	1	226.325632
0	key	1!	69620.367237
407	removal	1	226.924830
408	R	4	227.175008
0	key	0)	69621.271262
409	removal	4	227.774990
410	R	3	228.024896
0	key	9(	69622.095254
411	removal	3	228.625558
412	R	4	228.875965
0	key	0)	69622.975238
413	removal	4	229.475719
414	R	2	229.725481
0	key	2@	69623.823254
415	removal	2	230.325239
416	R	1	230.576065
0	key	1!	69624.655221
417	removal	1	231.176279
418	R	2	231.426422
0	key	2@	69625.511257
419	removal	2	232.025502
420	R	1	232.276280
0	key	1!	69626.375262
421	removal	1	232.876601
422	R	3	233.125768
0	key	9(	69627.199262
423	removal	3	233.726837
424	R	4	233.975984
0	key	0)	69628.015262
425	removal	4	234.576857
426	R	2	234.826913
0	key	1!	69628.871263
0	key	2@	69629.103250
427	removal	2	235.426315
428	R	1	235.676120
0	key	1!	69629.743262
429	removal	1	236.276300
430	R	3	236.526650
0	key	9(	69630.575264
431	removal	3	237.127051
432	R	4	237.376450
0	key	0)	69631.423263
433	removal	4	237.976482
434	R	2	238.227314
0	key	2@	69632.263263
435	removal	2	238.826739
436	R	3	239.077514
0	key	0)	69633.151262
437	removal	3	239.676698
0	key	9(	69633.447287
438	R	1	239.926898
0	key	1!	69633.983250
439	removal	1	240.527025
440	R	4	240.777673
0	key	0)	69634.847252
441	removal	4	241.377860
442	rest	+	241.627332
443	cue	S	253.629794
444	S	2	255.630266
0	key	2@	69649.971852
445	removal	2	256.229573
446	S	1	256.479232
0	key	1!	69650.572014
447	removal	1	257.080409
448	S	2	257.329977
0	key	2@	69651.436010
449	removal	2	257.930133
450	S	3	258.179517
0	key	9(	69652.252014
451	removal	3	258.763697
452	S	1	259.029866
0	key	1!	69653.084011
453	removal	1	259.613750
454	S	4	259.863814
0	key	0)	69653.924012
455	removal	4	260.463718
456	S	3	260.713884
0	key	9(	69654.780005
457	removal	3	261.313753
458	S	2	261.563851
0	key	2@	69655.604003
459	removal	2	262.163965
460	S	4	262.413812
0	key	0)	69656.476002
461	removal	4	263.013571
462	S	1	263.263857
0	key	1!	69657.324008
463	removal	1	263.863842
464	S	3	264.113891
0	key	9(	69658.228001
465	removal	3	264.713836
466	S	4	264.964967
0	key	0)	69659.004004
467	removal	4	265.565061
468	S	2	265.814086
0	key	2@	69659.852002
469	removal	2	266.414866
470	S	1	266.665309
0	key	1!	69660.739970
471	removal	1	267.264875
472	S	2	267.514938
0	key	2@	69661.588005
473	removal	2	268.114524
474	S	3	268.365062
0	key	9(	69662.396006
475	removal	3	268.965088
476	S	1	269.215140
0	key	1!	69663.236007
477	removal	1	269.815095
478	S	4	270.064964
0	key	0)	69664.116005
479	removal	4	270.664970
480	S	3	270.915198
0	key	9(	69665.036011
481	removal	3	271.514965
482	S	2	271.765124
0	key	2@	69665.812004
483	removal	2	272.366088
484	S	4	272.615220
0	key	0)	69666.692004
485	removal	4	273.216177
486	S	1	273.466328
0	key	1!	69667.468004
487	removal	1	274.066054
488	S	3	274.316490
0	key	9(	69668.451958
489	removal	3	274.916130
490	S	4	275.166263
0	key	0)	69669.228004
491	removal	4	275.766167
492	S	2	276.016415
0	key	2@	69670.020001
493	removal	2	276.616223
494	S	1	276.866294
0	key	1!	69670.915971
495	removal	1	277.466259
496	S	2	277.716285
0	key	2@	69671.820004
497	removal	2	278.316023
498	S	3	278.566361
0	key	9(	69672.620004
499	removal	3	279.166045
500	S	1	279.416311
0	key	1!	69673.484010
501	removal	1	280.016229
502	S	4	280.266165
0	key	0)	69674.332006
503	removal	4	280.867216
504	S	3	281.117248
0	key	9(	69675.188024
505	removal	3	281.717120
506	S	2	281.967230
0	key	2@	69676.028003
507	removal	2	282.567433
508	S	4	282.817278
0	key	0)	69676.916002
509	removal	4	283.417031
510	S	1	283.667570
0	key	1!	69677.700001
511	removal	1	284.267015
512	S	3	284.517345
0	key	9(	69678.572005
513	removal	3	285.118251
514	S	4	285.367206
0	key	0)	69679.372004
515	removal	4	285.967173
516	S	2	286.218158
0	key	2@	69680.276004
517	removal	2	286.818198
518	S	1	287.068296
0	key	1!	69681.100002
519	removal	1	287.668351
520	S	2	287.917433
0	key	2@	69682.020003
521	removal	2	288.518341
522	S	3	288.768522
0	key	9(	69682.804005
523	removal	3	289.368597
524	S	1	289.618552
0	key	1!	69683.660004
525	removal	1	290.218164
526	S	4	290.468561
0	key	0)	69684.500005
527	removal	4	291.068271
528	S	3	291.318603
0	key	9(	69685.388004
529	removal	3	291.918874
530	S	2	292.169239
0	key	2@	69686.211988
531	removal	2	292.768719
532	S	4	293.018550
0	key	0)	69687.132005
533	removal	4	293.619101
534	S	1	293.868538
0	key	1!	69687.884003
535	removal	1	294.468411
536	S	3	294.719388
0	key	9(	69688.772004
537	removal	3	295.319195
538	S	4	295.569665
0	key	0)	69689.667997
539	removal	4	296.168791
540	S	2	296.419065
0	key	2@	69690.612005
541	removal	2	297.019240
542	S	1	297.269429
0	key	1!	69691.260004
543	removal	1	297.869113
544	S	2	298.119902
0	key	2@	69692.196004
545	removal	2	298.720002
546	S	3	298.969647
0	key	9(	69692.996007
547	removal	3	299.569502
548	S	1	299.819861
0	key	1!	69693.883999
549	removal	1	300.419997
550	S	4	300.669662
0	key	0)	69694.724003
551	removal	4	301.270462
552	S	3	301.520210
0	key	9(	69695.564003
553	removal	3	302.120372
554	S	2	302.370640
0	key	2@	69696.428005
555	removal	2	302.970469
556	S	4	303.220414
0	key	0)	69697.316004
557	removal	4	303.819878
558	S	1	304.070596
0	key	1!	69698.115992
559	removal	1	304.670634
560	S	3	304.920234
0	key	9(	69698.980010
561	removal	3	305.520555
562	S	4	305.770310
0	key	0)	69699.836005
563	removal	4	306.371331
564	S	2	306.620730
0	key	2@	69700.708003
565	removal	2	307.220663
566	S	1	307.470629
0	key	1!	69701.539998
567	removal	1	308.071568
568	S	2	308.320766
0	key	2@	69702.412012
569	removal	2	308.920843
570	S	3	309.170996
0	key	9(	69703.211988
571	removal	3	309.770887
572	S	1	310.021909
0	key	1!	69704.115976
573	removal	1	310.621413
574	S	4	310.871770
0	key	0)	69704.923976
575	removal	4	311.471682
576	S	3	311.721820
0	key	9(	69705.764000
577	removal	3	312.321853
578	S	2	312.572250
0	key	2@	69706.620002
579	removal	2	313.172278
580	S	4	313.421818
0	key	0)	69707.484005
581	removal	4	314.021562
582	S	1	314.271983
0	key	1!	69708.388004
583	removal	1	314.871542
584	S	3	315.122150
0	key	9(	69709.356007
585	removal	3	315.722391
586	S	4	315.971856
0	key	0)	69710.027999
587	removal	4	316.572357
588	rest	+	316.822749
589	cue	R	328.824865
590	R	2	330.824715
0	key	2@	69725.141726
591	removal	2	331.424335
592	R	1	331.674889
0	key	1!	69725.741765
593	removal	1	332.275311
594	R	4	332.524981
0	key	0)	69726.613762
595	removal	4	333.124594
596	R	3	333.375178
0	key	9(	69727.405745
597	removal	3	333.974512
598	R	2	334.225231
0	key	2@	69728.269754
599	removal	2	334.824618
600	R	1	335.075400
0	key	1!	69729.085756
601	removal	1	335.675466
602	R	4	335.925426
0	key	0)	69729.989740
603	removal	4	336.525076
604	R	3	336.775498
0	key	9(	69730.813754
605	removal	3	337.375524
606	R	4	337.626254
0	key	0)	69731.733724
607	removal	4	338.225016
608	R	1	338.475384
0	key	1!	69732.573755
609	removal	1	339.075437
610	R	2	339.326365
0	key	2@	69733.389724
611	removal	2	339.925471
612	R	3	340.175338
0	key	9(	69734.221755
613	removal	3	340.775923
614	R	1	341.025688
0	key	1!	69735.085754
615	removal	1	341.626712
616	R	4	341.875905
0	key	0)	69735.949752
617	removal	4	342.476476
618	R	3	342.726158
0	key	9(	69736.773755
619	removal	3	343.326693
620	R	2	343.576004
0	key	2@	69737.621754
621	removal	2	344.176901
622	R	3	344.426708
0	key	9(	69738.525754
623	removal	3	345.026200
624	R	2	345.276847
0	key	1!	69739.341755
625	removal	2	345.877073
0	key	2@	69739.629930
626	R	4	346.127522
0	key	0)	69740.181768
627	removal	4	346.727245
628	R	1	346.976848
0	key	1!	69741.029754
629	removal	1	347.576648
630	R	2	347.826933
0	key	2@	69741.917752
631	removal	2	348.427526
632	R	1	348.677183
0	key	1!	69742.773728
633	removal	1	349.277492
634	R	4	349.527683
0	key	0)	69743.597754
635	removal	4	350.127321
636	R	3	350.377696
0	key	9(	69744.453754
637	removal	3	350.977471
638	rest	+	351.227453
639	cue	T	363.229947
640	T	1	365.229743
641	removal	1	365.813581
0	key	2@	69759.581859
642	T	2	366.063761
0	key	9(	69760.229752
643	removal	2	366.663740
644	T	4	366.913701
0	key	1!	69761.101723
645	removal	4	367.513656
646	T	3	367.763729
0	key	0)	69761.941754
647	removal	3	368.363594
648	T	1	368.613719
0	key	2@	69762.757751
649	removal	1	369.213702
650	T	3	369.463779
0	key	0)	69763.557745
651	removal	3	370.063648
652	T	2	370.313534
0	key	9(	69764.421753
653	removal	2	370.913654
654	T	4	371.163828
0	key	1!	69765.301726
655	removal	4	371.763585
656	T	3	372.013756
0	key	0)	69766.205772
657	removal	3	372.613681
658	T	2	372.863899
0	key	9(	69766.997755
659	removal	2	373.464774
660	T	1	373.714771
0	key	1!	69767.813756
661	removal	1	374.314867
0	key	2@	69768.133754
662	T	4	374.565187
0	key	1!	69768.765755
663	removal	4	375.164931
664	T	2	375.414988
0	key	9(	69769.581756
665	removal	2	376.015086
666	T	1	376.264696
0	key	2@	69770.461755
667	removal	1	376.864779
668	T	3	377.114838
0	key	0)	69771.269756
669	removal	3	377.714853
670	T	4	377.964642
0	key	1!	69772.181753
671	removal	4	378.564480
672	T	1	378.814938
0	key	2@	69772.941761
673	removal	1	379.414751
674	T	2	379.664942
0	key	9(	69773.933755
675	removal	2	380.264746
676	T	4	380.515622
0	key	1!	69774.605753
677	removal	4	381.116168
678	T	3	381.366302
0	key	0)	69775.485729
679	removal	3	381.965923
680	T	1	382.216065
0	key	2@	69776.469754
681	removal	1	382.815761
682	T	4	383.066333
0	key	1!	69777.213754
683	removal	4	383.665564
684	T	3	383.916232
0	key	0)	69778.173755
685	removal	3	384.516842
686	T	2	384.765970
0	key	9(	69778.917755
687	removal	2	385.365905
688	T	4	385.615907
0	key	1!	69779.709747
689	removal	4	386.216067
690	T	3	386.465862
0	key	0)	69780.629762
691	removal	3	387.066127
692	T	2	387.317060
0	key	9(	69781.421754
693	removal	2	387.917219
694	T	1	388.167029
0	key	2@	69782.333752
695	removal	1	388.767385
696	T	3	389.017326
0	key	0)	69783.237756
697	removal	3	389.617105
698	T	1	389.867059
0	key	1!	69784.085770
699	removal	1	390.467090
700	T	2	390.717332
0	key	9(	69784.909756
701	removal	2	391.316873
702	T	4	391.566965
0	key	1!	69785.805759
703	removal	4	392.166704
704	T	3	392.417366
0	key	0)	69786.517760
705	removal	3	393.017354
706	T	2	393.267074
0	key	9(	69787.525754
707	removal	2	393.867149
708	T	1	394.117918
0	key	2@	69788.213755
709	removal	1	394.718368
710	T	4	394.967347
0	key	1!	69789.077722
711	removal	4	395.568102
712	T	2	395.818201
0	key	9(	69789.981753
713	removal	2	396.418090
714	T	4	396.668311
0	key	1!	69790.869755
715	removal	4	397.268471
716	T	1	397.518639
0	key	2@	69791.709756
717	removal	1	398.118296
718	T	3	398.367826
0	key	0)	69792.517724
719	removal	3	398.968295
720	T	1	399.218126
0	key	2@	69793.461747
721	removal	1	399.818802
722	T	4	400.069221
0	key	1!	69794.253755
723	removal	4	400.668141
724	T	3	400.918424
0	key	0)	69795.029755
725	removal	3	401.519264
726	T	2	401.768404
0	key	9(	69795.933755
727	removal	2	402.369365
728	T	4	402.619285
0	key	1!	69796.837755
729	removal	4	403.219075
730	T	1	403.469406
0	key	2@	69797.653753
731	removal	1	404.069382
732	T	2	404.319677
0	key	9(	69798.533756
733	removal	2	404.918813
734	T	3	405.169148
0	key	0)	69799.269754
735	removal	3	405.769290
736	T	1	406.019210
0	key	2@	69800.261756
737	removal	1	406.619342
738	T	3	406.869307
0	key	0)	69801.053753
739	removal	3	407.469086
740	T	2	407.719360
0	key	9(	69801.813755
741	removal	2	408.320411
742	T	4	408.570443
0	key	1!	69802.709754
743	removal	4	409.170378
744	T	1	409.420554
0	key	2@	69803.669753
745	removal	1	410.019967
746	T	4	410.270574
0	key	1!	69804.413751
747	removal	4	410.870550
748	T	3	411.120657
0	key	0)	69805.285757
749	removal	3	411.720436
750	T	2	411.970808
0	key	9(	69806.037754
751	removal	2	412.569946
752	T	3	412.820312
0	key	0)	69807.085721
753	removal	3	413.420301
754	T	4	413.670163
0	key	1!	69807.829753
755	removal	4	414.271197
756	T	1	414.520489
0	key	2@	69808.637721
757	removal	1	415.121279
758	T	2	415.371475
0	key	9(	69809.533754
759	removal	2	415.971416
760	T	1	416.221258
0	key	9(	69810.397756
761	removal	1	416.820840
0	key	2@	69810.701755
762	T	3	417.070725
0	key	0)	69811.197751
763	removal	3	417.670851
764	T	2	417.920753
0	key	2@	69812.197756
0	key	9(	69812.269754
765	removal	2	418.521306
766	T	4	418.771026
0	key	1!	69813.029727
767	removal	4	419.371359
768	T	2	419.621684
0	key	9(	69813.765722
769	removal	2	420.221512
770	T	3	420.471425
0	key	0)	69814.645753
771	removal	3	421.071973
772	T	1	421.322150
0	key	2@	69815.549756
773	removal	1	421.921391
774	T	4	422.172408
