event	type	value	time
0	key	9(	66682.467408
769	removal	2	420.216218
770	T	3	420.466063
0	key	0)	66683.291410
771	removal	3	421.065950
772	T	1	421.316017
0	key	2@	66684.179403
773	removal	1	421.915931
774	T	4	422.166084
0	key	1!	66685.139396
775	removal	4	422.766867
776	T	1	423.015648
0	key	2@	66685.875395
777	removal	1	423.616043
778	T	4	423.866091
0	key	1!	66686.811401
779	removal	4	424.467162
780	T	3	424.716955
0	key	0)	66687.675386
781	removal	3	425.316972
782	T	2	425.567146
0	key	9(	66688.467400
783	removal	2	426.167033
784	rest	+	426.416891
785	cue	R	438.418634
786	R	4	440.419406
787	removal	4	441.019234
0	key	0)	66703.499618
788	R	3	441.269237
0	key	9(	66704.091776
789	removal	3	441.868919
790	R	2	442.118919
0	key	2@	66704.971777
791	removal	2	442.719204
792	R	1	442.969083
0	key	1!	66705.771776
793	removal	1	443.569964
794	R	3	443.819381
0	key	9(	66706.595777
795	removal	3	444.419941
796	R	4	444.669418
0	key	0)	66707.435776
797	removal	4	445.270214
798	R	1	445.520101
0	key	1!	66708.339777
799	removal	1	446.120258
800	R	2	446.370062
0	key	2@	66709.187778
801	removal	2	446.969783
802	R	1	447.220730
0	key	1!	66709.987776
803	removal	1	447.820663
804	R	4	448.069902
0	key	0)	66710.955775
805	removal	4	448.670007
806	R	3	448.920587
0	key	9(	66711.771778
807	removal	3	449.519980
808	R	2	449.770677
0	key	2@	66712.571773
809	removal	2	450.370456
810	R	3	450.620462
0	key	0)	66713.387776
0	key	9(	66713.619765
811	removal	3	451.221023
812	R	2	451.470690
0	key	1!	66714.251779
0	key	2@	66714.387765
813	removal	2	452.071359
814	R	1	452.321331
0	key	1!	66715.107777
815	removal	1	452.920632
816	R	4	453.171627
0	key	0)	66715.955755
817	removal	4	453.770659
818	R	2	454.021202
0	key	2@	66716.787771
819	removal	2	454.620788
820	R	3	454.870745
0	key	9(	66717.627742
821	removal	3	455.471612
822	R	1	455.721684
0	key	1!	66718.499774
823	removal	1	456.321565
824	R	4	456.571593
0	key	0)	66719.363777
825	removal	4	457.171603
826	R	3	457.421621
0	key	9(	66720.243775
827	removal	3	458.021490
828	R	4	458.271189
0	key	0)	66721.075783
829	removal	4	458.871739
830	R	1	459.121252
0	key	1!	66721.995778
831	removal	1	459.722459
832	R	2	459.971522
0	key	2@	66722.763777
833	removal	2	460.572279
834	rest	+	460.822658
