event	type	value	time
126	T	3	67.878122
0	key	0)	66330.754630
127	removal	3	68.478440
128	T	2	68.728179
0	key	9(	66331.714640
129	removal	2	69.329307
130	T	4	69.578582
0	key	1!	66332.618622
131	removal	4	70.178913
132	T	3	70.429153
0	key	0)	66333.378613
133	removal	3	71.028875
134	T	2	71.279134
0	key	9(	66334.194645
135	removal	2	71.878949
136	T	1	72.130013
0	key	2@	66335.018640
137	removal	1	72.728926
138	T	4	72.979649
0	key	1!	66335.978629
139	removal	4	73.579922
140	T	3	73.829984
0	key	0)	66336.682641
141	removal	3	74.429995
142	T	2	74.679411
0	key	9(	66337.690642
143	removal	2	75.279726
144	T	1	75.529662
0	key	2@	66338.386639
145	removal	1	76.129885
146	T	4	76.379841
0	key	1!	66339.314642
147	removal	4	76.980028
148	T	3	77.230502
0	key	0)	66340.250622
149	removal	3	77.830202
150	T	1	78.080426
0	key	2@	66340.970648
151	removal	1	78.680226
152	T	4	78.931120
0	key	1!	66341.850643
153	removal	4	79.513257
154	T	2	79.763290
0	key	9(	66342.666640
155	removal	2	80.362951
156	T	3	80.613462
0	key	0)	66343.450613
157	removal	3	81.212689
158	T	2	81.463476
0	key	9(	66344.394625
159	removal	2	82.063318
160	T	1	82.313184
0	key	2@	66345.162639
161	removal	1	82.913141
162	T	4	83.163346
0	key	1!	66346.090608
163	removal	4	83.763286
164	T	2	84.013382
0	key	9(	66346.826613
165	removal	2	84.613968
166	T	1	84.864025
0	key	2@	66347.842640
167	removal	1	85.464253
168	T	4	85.713844
0	key	1!	66348.770639
169	removal	4	86.315335
170	T	3	86.565416
0	key	0)	66349.466639
171	removal	3	87.165141
172	T	4	87.415223
173	removal	4	88.015318
0	key	0)	66350.642640
174	T	2	88.265345
0	key	1!	66350.850642
0	key	9(	66351.194638
175	removal	2	88.865158
176	T	3	89.115547
0	key	0)	66352.058644
177	removal	3	89.715253
178	T	1	89.965361
0	key	2@	66352.834615
179	removal	1	90.565113
180	T	3	90.814969
0	key	0)	66353.698609
181	removal	3	91.415307
182	T	2	91.665355
0	key	9(	66354.650640
183	removal	2	92.265229
184	T	4	92.515290
0	key	2@	66355.530639
185	removal	4	93.115674
0	key	1!	66355.682638
186	T	1	93.365388
0	key	2@	66356.378633
187	removal	1	93.966144
188	T	3	94.216704
0	key	0)	66357.058639
189	removal	3	94.816709
190	T	2	95.066398
0	key	9(	66358.034671
191	removal	2	95.666450
192	T	1	95.916565
0	key	2@	66358.866640
193	removal	1	96.516206
194	T	4	96.766292
0	key	1!	66359.738638
195	removal	4	97.366174
196	rest	+	97.616510
197	cue	R	109.618582
198	R	4	111.618259
0	key	0)	66374.578614
199	removal	4	112.218474
200	R	1	112.468698
0	key	1!	66375.194648
201	removal	1	113.068675
202	R	3	113.318546
0	key	9(	66376.098650
203	removal	3	113.919024
204	R	2	114.169276
0	key	2@	66376.938612
205	removal	2	114.768704
206	R	1	115.019453
0	key	1!	66377.778641
207	removal	1	115.619705
208	R	4	115.869816
0	key	0)	66378.634640
209	removal	4	116.469529
210	R	2	116.719402
0	key	2@	66379.466648
211	removal	2	117.319485
212	R	3	117.569750
0	key	9(	66380.370652
213	removal	3	118.169704
214	R	1	118.419813
0	key	1!	66381.154650
215	removal	1	119.020221
216	R	2	119.270505
0	key	2@	66382.066649
217	removal	2	119.870491
218	R	4	120.120453
0	key	0)	66382.882618
219	removal	4	120.719570
220	R	3	120.970585
0	key	9(	66383.794647
221	removal	3	121.569734
222	R	4	121.820525
0	key	0)	66384.618650
223	removal	4	122.420463
224	R	3	122.669811
0	key	9(	66385.442649
225	removal	3	123.270788
226	R	1	123.520694
0	key	1!	66386.282640
227	removal	1	124.120995
228	R	2	124.370473
0	key	2@	66387.138628
229	removal	2	124.970896
230	R	1	125.220683
0	key	1!	66388.010650
231	removal	1	125.820660
232	R	2	126.070918
0	key	2@	66388.850647
233	removal	2	126.670847
234	R	4	126.921584
0	key	9(	66389.706648
0	key	0)	66389.754637
235	removal	4	127.520562
236	R	3	127.770764
0	key	9(	66390.594654
237	removal	3	128.371812
238	R	1	128.621099
0	key	1!	66391.402649
239	removal	1	129.221860
240	R	4	129.471727
0	key	0)	66392.274648
241	removal	4	130.071086
242	R	2	130.321567
0	key	2@	66393.106653
243	removal	2	130.921233
244	R	3	131.172164
0	key	9(	66393.946649
245	removal	3	131.772184
246	rest	+	132.021404
247	cue	S	144.024209
248	S	1	146.024401
0	key	1!	66409.038615
249	removal	1	146.623989
250	S	3	146.873975
0	key	9(	66409.662772
251	removal	3	147.474630
252	S	4	147.724245
0	key	0)	66410.502762
253	removal	4	148.323960
254	S	2	148.573912
0	key	2@	66411.350775
255	removal	2	149.174164
256	S	1	149.424736
0	key	1!	66412.190745
257	removal	1	150.025074
258	S	2	150.275145
0	key	2@	66413.078774
259	removal	2	150.874690
260	S	3	151.124780
0	key	9(	66413.902773
261	removal	3	151.724894
262	S	1	151.975192
0	key	1!	66414.718732
263	removal	1	152.574749
264	S	4	152.824970
0	key	0)	66415.622742
265	removal	4	153.424591
266	S	3	153.675571
0	key	9(	66416.518775
267	removal	3	154.274634
268	S	2	154.524815
0	key	2@	66417.366775
269	removal	2	155.125001
270	S	4	155.375063
0	key	0)	66418.158773
271	removal	4	155.974839
272	S	1	156.225926
0	key	1!	66418.974752
273	removal	1	156.825849
274	S	3	157.075021
0	key	9(	66419.894759
275	removal	3	157.676085
276	S	4	157.925641
0	key	0)	66420.742775
277	removal	4	158.526229
278	S	2	158.776158
0	key	2@	66421.582779
279	removal	2	159.375975
280	S	1	159.625662
0	key	1!	66422.390774
281	removal	1	160.225743
282	S	2	160.475706
0	key	2@	66423.302775
283	removal	2	161.076136
284	S	3	161.325729
0	key	9(	66424.142777
285	removal	3	161.926070
286	S	1	162.176545
0	key	1!	66424.926775
287	removal	1	162.776752
288	S	4	163.027109
0	key	0)	66425.782775
289	removal	4	163.626601
290	S	3	163.876599
0	key	9(	66426.678741
291	removal	3	164.476527
292	S	2	164.726636
0	key	2@	66427.550757
293	removal	2	165.326556
294	S	4	165.576769
0	key	0)	66428.342773
295	removal	4	166.176717
296	S	1	166.426651
0	key	1!	66429.134741
297	removal	1	167.027661
298	S	3	167.276848
0	key	9(	66430.038746
299	removal	3	167.877845
300	S	4	168.127005
0	key	0)	66430.870773
301	removal	4	168.727188
302	S	2	168.978017
0	key	2@	66431.822776
303	removal	2	169.577697
304	S	1	169.827905
0	key	1!	66432.606745
305	removal	1	170.427219
306	S	2	170.677299
0	key	2@	66433.486772
307	removal	2	171.277394
308	S	3	171.527661
0	key	9(	66434.302759
309	removal	3	172.128220
310	S	1	172.378551
0	key	1!	66435.134774
311	removal	1	172.977634
312	S	4	173.228762
0	key	0)	66436.046774
313	removal	4	173.827869
314	S	3	174.077816
0	key	9(	66436.950775
315	removal	3	174.678776
316	S	2	174.929272
0	key	2@	66437.694774
317	removal	2	175.528035
318	S	4	175.778890
0	key	0)	66438.574773
319	removal	4	176.378716
320	S	1	176.628751
0	key	1!	66439.358772
321	removal	1	177.228689
322	S	3	177.478411
0	key	9(	66440.230775
323	removal	3	178.078494
324	S	4	178.329009
0	key	0)	66441.134774
325	removal	4	178.928946
326	S	2	179.179141
0	key	2@	66441.958759
327	removal	2	179.779146
328	S	1	180.028939
0	key	1!	66442.782775
329	removal	1	180.629090
330	S	2	180.879842
0	key	2@	66443.678777
331	removal	2	181.479520
332	S	3	181.729054
0	key	9(	66444.502774
333	removal	3	182.329556
334	S	1	182.579996
0	key	1!	66445.334774
335	removal	1	183.179503
336	S	4	183.429788
0	key	0)	66446.262775
337	removal	4	184.029792
338	S	3	184.279522
0	key	9(	66447.142777
339	removal	3	184.879875
340	S	2	185.129965
0	key	2@	66447.902782
341	removal	2	185.729664
342	S	4	185.979777
0	key	0)	66448.790775
343	removal	4	186.563298
344	S	1	186.813132
0	key	1!	66449.518769
345	removal	1	187.413233
346	S	3	187.663249
0	key	9(	66450.446736
347	removal	3	188.263222
348	S	4	188.513187
0	key	0)	66451.334770
349	removal	4	189.113138
350	S	2	189.363247
0	key	2@	66452.166774
351	removal	2	189.963156
352	S	1	190.213294
0	key	1!	66453.030774
353	removal	1	190.813069
354	S	2	191.063096
0	key	2@	66454.022771
355	removal	2	191.663218
356	S	3	191.913124
0	key	9(	66454.702772
357	removal	3	192.513776
358	S	1	192.763300
0	key	1!	66455.510745
359	removal	1	193.364024
360	S	4	193.613228
0	key	0)	66456.510772
361	removal	4	194.215090
362	S	3	194.464009
0	key	9(	66457.350773
363	removal	3	195.065088
364	S	2	195.315034
0	key	2@	66458.086744
365	removal	2	195.915067
366	S	4	196.165335
0	key	0)	66458.990776
367	removal	4	196.765325
368	S	1	197.015392
0	key	1!	66459.758741
369	removal	1	197.615037
370	S	3	197.865175
0	key	9(	66460.638776
371	removal	3	198.465078
372	S	4	198.715068
0	key	0)	66461.510743
373	removal	4	199.315442
374	S	2	199.565247
0	key	2@	66462.382773
375	removal	2	200.165107
376	S	1	200.415423
0	key	1!	66463.174778
377	removal	1	201.016260
378	S	2	201.265289
0	key	2@	66464.070744
379	removal	2	201.866247
380	S	3	202.116397
0	key	9(	66464.926773
381	removal	3	202.716166
382	S	1	202.966456
0	key	1!	66465.718776
383	removal	1	203.566222
384	S	4	203.816364
0	key	0)	66466.638775
385	removal	4	204.416362
386	S	3	204.666257
0	key	0)	66467.494773
0	key	9(	66467.734766
387	removal	3	205.266348
388	S	2	205.516298
0	key	2@	66468.310773
389	removal	2	206.116310
390	S	4	206.366172
0	key	9(	66469.142740
0	key	0)	66469.230764
391	removal	4	206.966228
392	rest	+	207.216043
393	cue	R	219.218875
394	R	1	221.218691
0	key	1!	66484.271481
395	removal	1	221.819135
396	R	4	222.069332
0	key	0)	66484.871526
397	removal	4	222.668640
398	R	2	222.919417
0	key	2@	66485.703524
399	removal	2	223.519753
400	R	3	223.769247
0	key	9(	66486.543525
401	removal	3	224.369920
402	R	2	224.619777
0	key	1!	66487.407527
0	key	2@	66487.623533
403	removal	2	225.219221
404	R	3	225.469800
0	key	0)	66488.327523
0	key	9(	66488.367525
405	removal	3	226.069348
406	R	1	226.319484
0	key	1!	66489.119524
407	removal	1	226.919282
408	R	4	227.169356
0	key	0)	66489.935526
409	removal	4	227.770188
410	R	3	228.020500
0	key	9(	66490.863523
411	removal	3	228.620375
412	R	4	228.869729
0	key	0)	66491.663524
413	removal	4	229.469531
414	R	2	229.720146
0	key	2@	66492.527522
415	removal	2	230.320030
416	R	1	230.570688
0	key	1!	66493.359508
417	removal	1	231.170717
418	R	2	231.420952
0	key	2@	66494.231520
419	removal	2	232.020160
420	R	1	232.270619
0	key	1!	66495.047525
421	removal	1	232.870360
422	R	3	233.120724
0	key	9(	66495.887526
423	removal	3	233.720308
424	R	4	233.970709
0	key	0)	66496.751528
425	removal	4	234.570539
426	R	2	234.820781
0	key	2@	66497.655489
427	removal	2	235.420605
428	R	1	235.670634
0	key	1!	66498.439527
429	removal	1	236.271153
430	R	3	236.520631
0	key	9(	66499.287527
431	removal	3	237.120800
432	R	4	237.370923
0	key	0)	66500.159525
433	removal	4	237.971577
434	R	2	238.221417
0	key	2@	66501.007527
435	removal	2	238.821852
436	R	3	239.070972
0	key	9(	66501.871526
437	removal	3	239.672024
438	R	1	239.921852
0	key	1!	66502.679526
439	removal	1	240.521856
440	R	4	240.771653
0	key	0)	66503.631521
441	removal	4	241.372543
442	rest	+	241.621844
443	cue	S	253.623777
444	S	2	255.623890
0	key	2@	66518.689457
445	removal	2	256.224326
446	S	1	256.473807
0	key	1!	66519.265515
447	removal	1	257.074912
448	S	2	257.323919
0	key	2@	66520.185526
449	removal	2	257.924478
450	S	3	258.174662
0	key	9(	66520.977525
451	removal	3	258.774319
452	S	1	259.024640
0	key	1!	66521.753522
453	removal	1	259.625082
454	S	4	259.874367
0	key	0)	66522.721528
455	removal	4	260.474880
456	S	3	260.724896
0	key	9(	66523.553530
457	removal	3	261.324787
458	S	2	261.575218
0	key	2@	66524.369524
459	removal	2	262.174701
460	S	4	262.425174
0	key	0)	66525.209526
461	removal	4	263.024774
462	S	1	263.275747
0	key	1!	66526.073523
463	removal	1	263.875644
464	S	3	264.124869
0	key	9(	66526.921500
465	removal	3	264.725897
466	S	4	264.975059
0	key	0)	66527.825523
467	removal	4	265.575457
468	S	2	265.825781
0	key	2@	66528.625525
469	removal	2	266.425558
470	S	1	266.675409
0	key	1!	66529.457529
471	removal	1	267.276231
472	S	2	267.525865
0	key	2@	66530.353520
473	removal	2	268.126606
474	S	3	268.375977
0	key	9(	66531.177523
475	removal	3	268.975771
476	S	1	269.226661
0	key	1!	66531.977530
477	removal	1	269.825771
478	S	4	270.075984
0	key	0)	66532.825528
479	removal	4	270.676664
480	S	3	270.926352
0	key	9(	66533.745523
481	removal	3	271.526751
482	S	2	271.776228
0	key	2@	66534.545494
483	removal	2	272.376640
484	S	4	272.626958
0	key	0)	66535.425500
485	removal	4	273.226587
486	S	1	273.476989
0	key	1!	66536.233527
487	removal	1	274.076543
488	S	3	274.327213
0	key	9(	66537.105527
489	removal	3	274.927370
490	S	4	275.176780
0	key	0)	66537.985517
491	removal	4	275.776460
492	S	2	276.027682
0	key	2@	66538.801528
493	removal	2	276.626732
494	S	1	276.877060
0	key	1!	66539.673524
495	removal	1	277.477416
496	S	2	277.728079
0	key	2@	66540.521525
497	removal	2	278.328122
498	S	3	278.577802
0	key	9(	66541.345500
499	removal	3	279.177180
500	S	1	279.427354
0	key	1!	66542.185524
501	removal	1	280.028468
502	S	4	280.278089
0	key	0)	66543.073526
503	removal	4	280.877563
504	S	3	281.127709
0	key	9(	66543.961523
505	removal	3	281.728738
506	S	2	281.978383
0	key	2@	66544.745530
507	removal	2	282.578451
508	S	4	282.827675
0	key	0)	66545.609525
509	removal	4	283.428675
510	S	1	283.677804
0	key	1!	66546.489525
511	removal	1	284.278685
512	S	3	284.528978
0	key	9(	66547.337524
513	removal	3	285.128849
514	S	4	285.378378
0	key	0)	66548.217524
515	removal	4	285.979098
516	S	2	286.228347
0	key	2@	66549.017495
517	removal	2	286.828985
518	S	1	287.079237
0	key	1!	66549.825525
519	removal	1	287.678814
520	S	2	287.929579
0	key	2@	66550.753525
521	removal	2	288.528601
522	S	3	288.779076
0	key	0)	66551.585521
523	removal	3	289.379060
0	key	9(	66551.849527
524	S	1	289.628837
0	key	1!	66552.417524
525	removal	1	290.229376
526	S	4	290.479314
0	key	0)	66553.265522
527	removal	4	291.079548
528	S	3	291.329541
0	key	9(	66554.177522
529	removal	3	291.929698
530	S	2	292.179716
0	key	2@	66554.969521
531	removal	2	292.779902
532	S	4	293.029809
0	key	0)	66555.801527
533	removal	4	293.629833
534	S	1	293.880505
0	key	1!	66556.665527
535	removal	1	294.462980
536	S	3	294.730030
0	key	9(	66557.497494
537	removal	3	295.312881
538	S	4	295.563206
0	key	0)	66558.385521
539	removal	4	296.163074
540	S	2	296.413086
0	key	2@	66559.217522
541	removal	2	297.013026
542	S	1	297.263167
0	key	1!	66560.041524
543	removal	1	297.862871
544	S	2	298.113137
0	key	2@	66560.929506
545	removal	2	298.713004
546	S	3	298.962961
0	key	0)	66561.793525
0	key	9(	66561.977513
547	removal	3	299.563065
548	S	1	299.813031
0	key	1!	66562.617522
549	removal	1	300.413669
550	S	4	300.663155
0	key	0)	66563.521511
551	removal	4	301.263976
552	S	3	301.513394
0	key	9(	66564.393517
553	removal	3	302.115040
554	S	2	302.365199
0	key	2@	66565.121517
555	removal	2	302.964900
556	S	4	303.215216
0	key	0)	66566.041485
557	removal	4	303.815055
558	S	1	304.065103
0	key	1!	66566.865516
559	removal	1	304.665120
560	S	3	304.915130
0	key	9(	66567.705496
561	removal	3	305.515103
562	S	4	305.765056
0	key	0)	66568.553516
563	removal	4	306.365017
564	S	2	306.615019
0	key	2@	66569.377513
565	removal	2	307.214583
566	S	1	307.464996
0	key	1!	66570.249484
567	removal	1	308.065087
568	S	2	308.315316
0	key	2@	66571.129515
0	key	9(	66571.137531
569	removal	2	308.916075
570	S	3	309.164998
0	key	9(	66572.065513
571	removal	3	309.765328
572	S	1	310.016199
0	key	1!	66572.817511
573	removal	1	310.616265
574	S	4	310.866311
0	key	0)	66573.705515
575	removal	4	311.466143
576	S	3	311.716441
0	key	9(	66574.705517
577	removal	3	312.316155
578	S	2	312.565761
0	key	2@	66575.353515
579	removal	2	313.166325
580	S	4	313.416117
0	key	0)	66576.225488
581	removal	4	314.016382
582	S	1	314.266258
0	key	1!	66577.017524
583	removal	1	314.866131
584	S	3	315.115958
0	key	9(	66577.897506
585	removal	3	315.716009
586	S	4	315.966196
0	key	0)	66578.785515
587	removal	4	316.566905
588	rest	+	316.817056
589	cue	R	328.818683
590	R	2	330.818501
0	key	2@	66593.785522
591	removal	2	331.419305
592	R	1	331.669507
0	key	1!	66594.449517
593	removal	1	332.269170
594	R	4	332.519321
0	key	0)	66595.321516
595	removal	4	333.119380
596	R	3	333.369076
0	key	9(	66596.137518
597	removal	3	333.969135
598	R	2	334.219013
0	key	2@	66596.993523
599	removal	2	334.819194
600	R	1	335.069462
0	key	1!	66597.817518
601	removal	1	335.669186
602	R	4	335.919868
0	key	0)	66598.721495
603	removal	4	336.520262
604	R	3	336.769245
0	key	9(	66599.553516
605	removal	3	337.370158
606	R	4	337.619608
0	key	0)	66600.417517
607	removal	4	338.219550
608	R	1	338.469975
0	key	1!	66601.257517
609	removal	1	339.070565
610	R	2	339.320408
0	key	2@	66602.105491
611	removal	2	339.920805
612	R	3	340.170255
0	key	9(	66602.953516
613	removal	3	340.770553
614	R	1	341.020821
0	key	1!	66603.793517
615	removal	1	341.620518
616	R	4	341.870341
0	key	0)	66604.633516
617	removal	4	342.470665
618	R	3	342.720994
0	key	9(	66605.513525
619	removal	3	343.321324
620	R	2	343.571405
0	key	2@	66606.337517
621	removal	2	344.170518
622	R	3	344.420889
0	key	9(	66607.297516
623	removal	3	345.021177
624	R	2	345.271495
0	key	1!	66608.081514
0	key	2@	66608.345514
625	removal	2	345.872061
626	R	4	346.121180
627	removal	4	346.721678
0	key	0)	66609.217552
628	R	1	346.970925
0	key	1!	66609.745515
629	removal	1	347.571067
630	R	2	347.822028
0	key	2@	66610.641508
631	removal	2	348.421576
632	R	1	348.671216
0	key	1!	66611.489507
633	removal	1	349.271584
634	R	4	349.521476
0	key	0)	66612.305519
635	removal	4	350.121707
636	R	3	350.371359
0	key	9(	66613.177513
637	removal	3	350.971620
638	rest	+	351.221634
639	cue	T	363.223615
640	T	1	365.224305
641	removal	1	365.824526
0	key	2@	66628.491216
642	T	2	366.074959
0	key	9(	66628.947400
643	removal	2	366.674164
644	T	4	366.925181
0	key	1!	66629.899402
645	removal	4	367.524800
646	T	3	367.774786
0	key	0)	66630.795400
647	removal	3	368.374887
648	T	1	368.624414
0	key	2@	66631.571397
649	removal	1	369.225246
650	T	3	369.474803
0	key	0)	66632.427399
651	removal	3	370.074414
652	T	2	370.325436
0	key	9(	66633.243400
653	removal	2	370.924634
654	T	4	371.174705
0	key	1!	66634.179399
655	removal	4	371.775528
656	T	3	372.025514
0	key	0)	66634.971374
657	removal	3	372.625732
658	T	2	372.874773
0	key	9(	66635.771399
659	removal	2	373.475297
660	T	1	373.725564
0	key	2@	66636.595394
661	removal	1	374.325105
662	T	4	374.575791
0	key	1!	66637.619358
663	removal	4	375.175737
664	T	2	375.425367
0	key	9(	66638.235400
665	removal	2	376.025810
666	T	1	376.276436
0	key	2@	66639.203399
667	removal	1	376.875738
668	T	3	377.126341
0	key	0)	66639.979402
669	removal	3	377.725762
670	T	4	377.975779
0	key	1!	66640.899411
671	removal	4	378.575772
672	T	1	378.826404
0	key	2@	66641.723400
673	removal	1	379.426735
674	T	2	379.676714
0	key	9(	66642.483402
675	removal	2	380.276223
676	T	4	380.526243
0	key	1!	66643.435377
677	removal	4	381.126515
678	T	3	381.376782
0	key	0)	66644.307407
679	removal	3	381.976803
680	T	1	382.226569
0	key	2@	66645.035364
681	removal	1	382.826856
682	T	4	383.077157
0	key	1!	66646.099398
683	removal	4	383.676797
684	T	3	383.926467
0	key	0)	66646.811395
685	removal	3	384.526695
686	T	2	384.776914
0	key	2@	66647.563400
0	key	9(	66647.811343
687	removal	2	385.377509
688	T	4	385.627468
0	key	1!	66648.619401
689	removal	4	386.227652
690	T	3	386.477491
0	key	0)	66649.403400
691	removal	3	387.077806
692	T	2	387.327644
0	key	9(	66650.259408
693	removal	2	387.927550
694	T	1	388.177732
0	key	2@	66651.019399
695	removal	1	388.777492
696	T	3	389.027342
0	key	0)	66651.827366
697	removal	3	389.627570
698	T	1	389.877426
0	key	1!	66652.659396
0	key	2@	66652.859391
699	removal	1	390.478652
700	T	2	390.728152
0	key	9(	66653.715400
701	removal	2	391.328438
702	T	4	391.578730
0	key	1!	66654.523399
703	removal	4	392.178200
704	T	3	392.428177
0	key	0)	66655.387401
705	removal	3	393.028046
706	T	2	393.278359
0	key	2@	66656.083420
0	key	9(	66656.267387
707	removal	2	393.878562
708	T	1	394.128304
0	key	2@	66657.179366
709	removal	1	394.728442
710	T	4	394.978669
711	removal	4	395.579284
0	key	1!	66658.059440
712	T	2	395.829477
0	key	9(	66658.747369
713	removal	2	396.428470
714	T	4	396.678480
0	key	1!	66659.643400
715	removal	4	397.278980
716	T	1	397.529732
0	key	9(	66660.507401
0	key	2@	66660.587399
717	removal	1	398.129362
718	T	3	398.379519
719	removal	3	398.979196
0	key	0)	66661.491368
720	T	1	399.229653
0	key	2@	66662.267395
721	removal	1	399.830067
722	T	4	400.079840
723	removal	4	400.679592
724	T	3	400.929695
0	key	1!	66663.427420
0	key	0)	66663.899365
725	removal	3	401.512828
726	T	2	401.762978
0	key	9(	66664.675400
727	removal	2	402.362980
728	T	4	402.612833
0	key	1!	66665.571397
729	removal	4	403.213127
730	T	1	403.462888
0	key	2@	66666.419394
731	removal	1	404.062854
732	T	2	404.312953
0	key	9(	66667.195392
733	removal	2	404.912781
734	T	3	405.163002
0	key	0)	66668.003364
735	removal	3	405.762761
736	T	1	406.013025
0	key	2@	66668.915396
737	removal	1	406.613039
738	T	3	406.862868
0	key	0)	66669.747359
739	removal	3	407.462881
740	T	2	407.713025
0	key	9(	66670.691399
741	removal	2	408.312985
742	T	4	408.563106
0	key	1!	66671.483399
743	removal	4	409.163526
744	T	1	409.413040
0	key	2@	66672.267404
745	removal	1	410.013731
746	T	4	410.264949
0	key	1!	66673.243415
747	removal	4	410.864981
748	T	3	411.114848
0	key	0)	66674.075399
749	removal	3	411.714930
750	T	2	411.965092
0	key	2@	66674.787403
0	key	9(	66674.843402
751	removal	2	412.564957
752	T	3	412.815026
0	key	0)	66675.811402
753	removal	3	413.414538
754	T	4	413.664802
0	key	1!	66676.619402
755	removal	4	414.264950
756	T	1	414.515161
0	key	2@	66677.411396
757	removal	1	415.115016
758	T	2	415.364965
0	key	9(	66678.203397
759	removal	2	415.964735
760	T	1	416.214983
0	key	2@	66679.171384
761	removal	1	416.815884
762	T	3	417.065135
0	key	0)	66679.963402
763	removal	3	417.666075
764	T	2	417.915019
0	key	9(	66680.803398
765	removal	2	418.516147
766	T	4	418.766005
0	key	1!	66681.787401
767	removal	4	419.365931
768	T	2	419.616066
