event	type	value	time
117	removal	4	64.220775
118	T	1	64.470631
0	key	1!	67478.756930
119	removal	1	65.070780
0	key	2@	67479.372930
120	T	2	65.320470
121	removal	2	65.920598
0	key	9(	67480.196909
122	T	3	66.171046
0	key	0)	67480.964929
123	removal	3	66.771551
124	T	1	67.020841
125	removal	1	67.620985
0	key	2@	67481.861035
126	T	3	67.871792
0	key	0)	67482.660930
127	removal	3	68.471038
128	T	2	68.721772
129	removal	2	69.321304
0	key	9(	67483.612933
130	T	4	69.571255
131	removal	4	70.171441
0	key	1!	67484.420906
132	T	3	70.421319
133	removal	3	71.021608
0	key	0)	67485.420902
134	T	2	71.271491
135	removal	2	71.871801
0	key	2@	67486.268938
136	T	1	72.122361
0	key	9(	67486.460919
137	removal	1	72.721888
0	key	2@	67486.988929
138	T	4	72.972385
139	removal	4	73.572188
0	key	1!	67487.884902
140	T	3	73.822246
141	removal	3	74.422080
0	key	0)	67488.692930
142	T	2	74.672364
0	key	9(	67489.428901
143	removal	2	75.272034
144	T	1	75.522651
0	key	2@	67490.284923
145	removal	1	76.122976
146	T	4	76.373233
147	removal	4	76.972594
0	key	1!	67491.196910
148	T	3	77.222662
0	key	0)	67491.964921
149	removal	3	77.822628
150	T	1	78.072892
0	key	2@	67492.852930
151	removal	1	78.672830
152	T	4	78.923028
153	removal	4	79.523064
0	key	1!	67493.812911
154	T	2	79.772911
0	key	9(	67494.580918
155	removal	2	80.373280
156	T	3	80.622982
157	removal	3	81.223072
0	key	0)	67495.588932
158	T	2	81.473231
159	removal	2	82.073244
0	key	9(	67496.476922
160	T	1	82.323287
0	key	2@	67497.108927
161	removal	1	82.924169
162	T	4	83.174230
163	removal	4	83.774085
0	key	1!	67498.212932
164	T	2	84.023376
165	removal	2	84.624195
0	key	9(	67498.908928
166	T	1	84.874739
0	key	2@	67499.692915
167	removal	1	85.474195
168	T	4	85.723824
169	removal	4	86.323980
0	key	2@	67500.692929
170	T	3	86.573704
171	removal	3	87.174642
0	key	0)	67501.620932
172	T	4	87.424544
0	key	1!	67502.236898
173	removal	4	88.023864
174	T	2	88.274709
0	key	9(	67503.092938
175	removal	2	88.874325
176	T	3	89.124187
177	removal	3	89.725309
0	key	0)	67504.068933
178	T	1	89.975286
179	removal	1	90.574561
0	key	2@	67504.820949
180	T	3	90.825005
181	removal	3	91.425238
0	key	0)	67505.692932
182	T	2	91.675482
183	removal	2	92.274958
0	key	9(	67506.532932
184	T	4	92.524839
185	removal	4	93.125488
0	key	1!	67507.468927
186	T	1	93.374944
187	removal	1	93.975630
0	key	2@	67508.324933
188	T	3	94.225307
189	removal	3	94.825270
0	key	0)	67509.156931
190	T	2	95.075375
191	removal	2	95.675902
0	key	9(	67509.924936
192	T	1	95.926307
193	removal	1	96.525474
0	key	2@	67510.764919
194	T	4	96.776068
195	removal	4	97.375923
0	key	1!	67511.716931
196	rest	+	97.626462
197	cue	R	109.628222
198	R	4	111.627592
199	removal	4	112.227620
200	R	1	112.477923
0	key	0)	67526.735406
0	key	1!	67527.255520
201	removal	1	113.078129
202	R	3	113.327984
203	removal	3	113.928285
0	key	9(	67528.207547
204	R	2	114.178385
0	key	2@	67528.991545
205	removal	2	114.779197
206	R	1	115.028220
0	key	1!	67529.799549
207	removal	1	115.628660
208	R	4	115.878413
0	key	0)	67530.567547
209	removal	4	116.478933
210	R	2	116.729245
0	key	2@	67531.375547
211	removal	2	117.328889
212	R	3	117.579171
0	key	9(	67532.255549
213	removal	3	118.179435
214	R	1	118.429262
0	key	1!	67533.063547
215	removal	1	119.028798
216	R	2	119.279102
0	key	2@	67533.959545
217	removal	2	119.879996
218	R	4	120.128832
0	key	0)	67534.711514
219	removal	4	120.729546
220	R	3	120.979246
0	key	9(	67535.615511
221	removal	3	121.579575
222	R	4	121.830183
0	key	0)	67536.487546
223	removal	4	122.429349
224	R	3	122.679605
0	key	9(	67537.319544
225	removal	3	123.279741
226	R	1	123.529393
0	key	1!	67538.111555
227	removal	1	124.113089
228	R	2	124.379947
0	key	2@	67538.911557
229	removal	2	124.963251
230	R	1	125.213159
0	key	1!	67539.823554
231	removal	1	125.813268
232	R	2	126.063414
0	key	2@	67540.775553
233	removal	2	126.663066
234	R	4	126.913296
0	key	0)	67541.519533
235	removal	4	127.513298
236	R	3	127.763537
0	key	9(	67542.311550
237	removal	3	128.363224
238	R	1	128.613390
0	key	1!	67543.159547
239	removal	1	129.213167
240	R	4	129.463252
0	key	0)	67544.087541
241	removal	4	130.063321
242	R	2	130.313309
0	key	2@	67544.903547
243	removal	2	130.913271
244	R	3	131.163244
0	key	9(	67545.711528
245	removal	3	131.763274
246	rest	+	132.014065
247	cue	S	144.016623
248	S	1	146.016140
0	key	1!	67560.719555
249	removal	1	146.616482
250	S	3	146.866598
0	key	9(	67561.591514
251	removal	3	147.467367
252	S	4	147.717335
0	key	0)	67562.359548
253	removal	4	148.317570
254	S	2	148.567503
0	key	2@	67563.167548
255	removal	2	149.167273
256	S	1	149.417335
0	key	1!	67564.031544
257	removal	1	150.017626
258	S	2	150.267655
0	key	2@	67564.831557
259	removal	2	150.867660
260	S	3	151.117173
0	key	9(	67565.671547
261	removal	3	151.717252
262	S	1	151.967405
0	key	1!	67566.615548
263	removal	1	152.567281
264	S	4	152.817670
0	key	0)	67567.463535
265	removal	4	153.417713
266	S	3	153.667695
0	key	9(	67568.327547
267	removal	3	154.268425
268	S	2	154.518514
0	key	2@	67569.119528
269	removal	2	155.117781
270	S	4	155.368680
0	key	0)	67569.951547
271	removal	4	155.968446
272	S	1	156.218544
0	key	1!	67570.767547
273	removal	1	156.818337
274	S	3	157.068057
0	key	9(	67571.639549
275	removal	3	157.668691
276	S	4	157.918479
0	key	0)	67572.543546
277	removal	4	158.518486
278	S	2	158.768671
0	key	2@	67573.415556
279	removal	2	159.368298
280	S	1	159.618287
0	key	1!	67574.271548
281	removal	1	160.219329
282	S	2	160.468477
0	key	2@	67575.103548
283	removal	2	161.068783
284	S	3	161.319172
0	key	9(	67575.871555
285	removal	3	161.919796
286	S	1	162.168896
0	key	1!	67576.727550
287	removal	1	162.769615
288	S	4	163.019293
0	key	0)	67577.551547
289	removal	4	163.619916
290	S	3	163.869990
0	key	9(	67578.391549
291	removal	3	164.469802
292	S	2	164.719882
0	key	2@	67579.247548
293	removal	2	165.319719
294	S	4	165.569273
0	key	0)	67580.111549
295	removal	4	166.170249
296	S	1	166.419584
0	key	1!	67580.975556
297	removal	1	167.020244
298	S	3	167.269511
0	key	9(	67581.815554
299	removal	3	167.869640
300	S	4	168.120759
0	key	0)	67582.719555
301	removal	4	168.720298
302	S	2	168.970818
0	key	2@	67583.575555
303	removal	2	169.570379
304	S	1	169.820709
0	key	1!	67584.407547
305	removal	1	170.420741
306	S	2	170.670501
0	key	9(	67585.335556
307	removal	2	171.270174
0	key	2@	67585.639553
308	S	3	171.520852
0	key	9(	67586.263518
309	removal	3	172.120843
310	S	1	172.370608
0	key	1!	67587.087548
311	removal	1	172.970754
312	S	4	173.220819
0	key	0)	67587.759548
313	removal	4	173.821526
314	S	3	174.071544
0	key	9(	67588.679547
0	key	k	67588.743549
315	removal	3	174.671571
316	S	2	174.921486
0	key	2@	67589.527548
317	removal	2	175.520744
318	S	4	175.770901
0	key	0)	67590.415547
319	removal	4	176.371157
320	S	1	176.621663
0	key	1!	67591.215547
321	removal	1	177.221036
322	S	3	177.472158
0	key	0)	67592.079546
323	removal	3	178.071574
0	key	9(	67592.415511
324	S	4	178.321933
0	key	0)	67593.015546
325	removal	4	178.921673
326	S	2	179.171618
0	key	1!	67593.439547
327	removal	2	179.771401
328	S	1	180.021895
0	key	1!	67594.703521
329	removal	1	180.621752
330	S	2	180.872046
0	key	2@	67595.583550
331	removal	2	181.472120
332	S	3	181.722602
0	key	9(	67596.471548
333	removal	3	182.322283
334	S	1	182.572631
0	key	1!	67597.311547
335	removal	1	183.172661
336	S	4	183.422943
0	key	0)	67598.031547
337	removal	4	184.022942
338	S	3	184.273156
0	key	9(	67598.951549
339	removal	3	184.872541
340	S	2	185.123002
0	key	2@	67599.823509
341	removal	2	185.722323
342	S	4	185.972971
0	key	0)	67600.623548
343	removal	4	186.572544
344	S	1	186.823293
0	key	1!	67601.415549
345	removal	1	187.423595
346	S	3	187.672768
0	key	9(	67602.279546
347	removal	3	188.273102
348	S	4	188.523733
0	key	0)	67603.199556
349	removal	4	189.124006
350	S	2	189.373099
351	removal	2	189.972994
0	key	2@	67604.239548
352	S	1	190.223175
0	key	1!	67604.975545
353	removal	1	190.823326
354	S	2	191.073936
355	removal	2	191.673807
0	key	2@	67605.911675
356	S	3	191.923896
0	key	9(	67606.599547
357	removal	3	192.524004
358	S	1	192.774240
0	key	1!	67607.383549
359	removal	1	193.374315
360	S	4	193.623996
0	key	0)	67608.247547
361	removal	4	194.224148
362	S	3	194.474695
0	key	9(	67609.175519
363	removal	3	195.074825
364	S	2	195.324124
0	key	2@	67610.015510
365	removal	2	195.924522
366	S	4	196.174611
0	key	0)	67610.791548
367	removal	4	196.774152
368	S	1	197.025219
0	key	1!	67611.607515
369	removal	1	197.624403
370	S	3	197.874417
0	key	9(	67612.543547
371	removal	3	198.474815
372	S	4	198.725438
0	key	0)	67613.375545
373	removal	4	199.324812
374	S	2	199.575685
0	key	2@	67614.199548
375	removal	2	200.174902
376	S	1	200.425340
0	key	1!	67615.023550
377	removal	1	201.025453
378	S	2	201.275394
0	key	2@	67615.911547
379	removal	2	201.875385
380	S	3	202.124851
0	key	9(	67616.735547
381	removal	3	202.725696
382	S	1	202.975530
0	key	1!	67617.551547
383	removal	1	203.576137
384	S	4	203.825861
0	key	0)	67618.423545
385	removal	4	204.425879
386	S	3	204.675586
0	key	9(	67619.231517
387	removal	3	205.275507
388	S	2	205.525361
0	key	2@	67620.215541
389	removal	2	206.125967
390	S	4	206.375480
0	key	0)	67621.071549
391	removal	4	206.975782
392	rest	+	207.225821
393	cue	R	219.228062
394	R	1	221.228740
395	removal	1	221.827902
0	key	1!	67636.087551
396	R	4	222.077854
0	key	0)	67636.719517
397	removal	4	222.678882
398	R	2	222.928453
399	removal	2	223.528860
0	key	2@	67637.759629
400	R	3	223.778818
0	key	9(	67638.415545
401	removal	3	224.378926
402	R	2	224.628926
0	key	1!	67639.359553
403	removal	2	225.228729
0	key	2@	67639.679545
404	R	3	225.479277
0	key	9(	67640.287547
405	removal	3	226.078816
406	R	1	226.328772
0	key	1!	67640.967535
407	removal	1	226.928929
408	R	4	227.179825
409	removal	4	227.779911
0	key	0)	67642.039558
410	R	3	228.029147
411	removal	3	228.629594
0	key	9(	67642.847598
412	R	4	228.879773
0	key	0)	67643.591518
413	removal	4	229.479819
414	R	2	229.729028
0	key	2@	67644.367548
415	removal	2	230.329956
416	R	1	230.579467
0	key	1!	67645.167548
417	removal	1	231.179673
418	R	2	231.429779
0	key	2@	67646.023548
419	removal	2	232.013088
420	R	1	232.279319
0	key	1!	67646.943547
421	removal	1	232.863191
422	R	3	233.113153
0	key	9(	67647.767547
423	removal	3	233.713167
424	R	4	233.963146
0	key	0)	67648.559546
425	removal	4	234.563073
426	R	2	234.813062
0	key	2@	67649.503546
427	removal	2	235.413081
428	R	1	235.663203
0	key	1!	67650.279545
429	removal	1	236.263152
430	R	3	236.513221
0	key	9(	67651.087548
431	removal	3	237.113068
432	R	4	237.363131
0	key	0)	67651.991547
433	removal	4	237.963723
434	R	2	238.213071
0	key	2@	67652.903546
435	removal	2	238.813247
436	R	3	239.063708
0	key	9(	67653.831548
437	removal	3	239.664040
438	R	1	239.913730
0	key	1!	67654.567547
439	removal	1	240.513886
440	R	4	240.763873
441	removal	4	241.364828
0	key	0)	67655.599536
442	rest	+	241.613947
443	cue	S	253.616270
444	S	2	255.617457
445	removal	2	256.217380
0	key	2@	67670.487544
446	S	1	256.467380
0	key	1!	67671.191545
447	removal	1	257.067440
448	S	2	257.317595
0	key	2@	67671.967554
449	removal	2	257.917185
450	S	3	258.167474
0	key	9(	67672.831547
451	removal	3	258.767428
452	S	1	259.017633
0	key	1!	67673.647547
453	removal	1	259.617355
454	S	4	259.867496
0	key	0)	67674.535539
455	removal	4	260.468248
456	S	3	260.717340
457	removal	3	261.317278
0	key	0)	67675.663546
458	S	2	261.568218
0	key	2@	67676.271545
459	removal	2	262.167409
460	S	4	262.417330
0	key	0)	67677.047549
461	removal	4	263.018368
462	S	1	263.268542
0	key	1!	67677.855547
463	removal	1	263.868260
464	S	3	264.118314
0	key	9(	67678.767555
465	removal	3	264.718645
466	S	4	264.968432
0	key	0)	67679.599515
467	removal	4	265.568209
468	S	2	265.818746
0	key	2@	67680.479550
469	removal	2	266.418571
470	S	1	266.668744
0	key	1!	67681.311545
471	removal	1	267.268121
472	S	2	267.519355
0	key	2@	67682.071587
473	removal	2	268.119315
474	S	3	268.369084
0	key	9(	67682.935514
475	removal	3	268.968460
476	S	1	269.219550
0	key	1!	67683.903549
477	removal	1	269.819024
478	S	4	270.068604
0	key	0)	67684.743547
479	removal	4	270.669414
480	S	3	270.919349
0	key	9(	67685.623544
481	removal	3	271.519411
482	S	2	271.769180
0	key	2@	67686.447548
483	removal	2	272.369381
484	S	4	272.619130
0	key	0)	67687.279547
485	removal	4	273.219296
486	S	1	273.469273
0	key	1!	67688.055548
487	removal	1	274.069432
488	S	3	274.320457
0	key	9(	67688.879535
489	removal	3	274.919319
490	S	4	275.169706
0	key	0)	67689.799548
491	removal	4	275.769551
492	S	2	276.020601
0	key	2@	67690.623548
493	removal	2	276.619944
494	S	1	276.870354
0	key	1!	67691.519548
495	removal	1	277.470723
496	S	2	277.720913
0	key	2@	67692.375547
497	removal	2	278.320633
498	S	3	278.570784
0	key	9(	67693.159530
499	removal	3	279.170821
500	S	1	279.420760
0	key	1!	67694.031547
501	removal	1	280.021239
502	S	4	280.270706
0	key	0)	67694.791537
503	removal	4	280.870337
504	S	3	281.120859
0	key	9(	67695.679518
505	removal	3	281.721520
506	S	2	281.970389
0	key	2@	67696.559545
507	removal	2	282.571567
508	S	4	282.820833
0	key	0)	67697.423549
509	removal	4	283.421503
510	S	1	283.670897
0	key	1!	67698.231547
511	removal	1	284.271708
512	S	3	284.520976
0	key	9(	67699.191548
513	removal	3	285.121674
514	S	4	285.372139
0	key	0)	67700.047497
515	removal	4	285.971991
516	S	2	286.221738
517	removal	2	286.822167
0	key	2@	67701.143551
518	S	1	287.071628
0	key	1!	67701.767500
519	removal	1	287.671443
520	S	2	287.921949
0	key	2@	67702.719548
521	removal	2	288.522012
522	S	3	288.772077
0	key	9(	67703.471556
523	removal	3	289.371660
524	S	1	289.622724
0	key	1!	67704.375548
525	removal	1	290.221950
526	S	4	290.472959
0	key	0)	67705.127550
527	removal	4	291.072708
528	S	3	291.322101
0	key	9(	67705.935550
529	removal	3	291.922288
530	S	2	292.172558
0	key	2@	67706.887549
531	removal	2	292.772387
532	S	4	293.022529
0	key	0)	67707.703550
533	removal	4	293.622621
534	S	1	293.873180
0	key	1!	67708.495548
535	removal	1	294.472722
536	S	3	294.723357
0	key	9(	67709.375550
537	removal	3	295.322697
538	S	4	295.573591
0	key	0)	67710.311551
539	removal	4	296.173348
540	S	2	296.423631
0	key	2@	67711.071549
541	removal	2	297.022617
542	S	1	297.273069
0	key	1!	67711.847548
543	removal	1	297.873708
544	S	2	298.122925
0	key	2@	67712.711548
545	removal	2	298.723914
546	S	3	298.973756
0	key	9(	67713.519548
547	removal	3	299.573998
548	S	1	299.824312
0	key	1!	67714.527545
549	removal	1	300.423700
550	S	4	300.673574
0	key	0)	67715.263538
551	removal	4	301.273686
552	S	3	301.523660
0	key	9(	67716.119548
553	removal	3	302.123534
554	S	2	302.374392
0	key	2@	67716.951519
555	removal	2	302.974621
556	S	4	303.224181
0	key	0)	67717.847549
557	removal	4	303.824342
558	S	1	304.074309
0	key	1!	67718.687548
559	removal	1	304.674786
560	S	3	304.924718
0	key	9(	67719.535545
561	removal	3	305.524489
562	S	4	305.774897
0	key	0)	67720.439548
563	removal	4	306.374898
564	S	2	306.624956
0	key	2@	67721.231537
565	removal	2	307.224333
566	S	1	307.474344
0	key	1!	67722.007516
567	removal	1	308.074610
568	S	2	308.325004
0	key	2@	67722.839519
569	removal	2	308.924463
570	S	3	309.175724
0	key	9(	67723.735521
571	removal	3	309.774839
572	S	1	310.024899
0	key	1!	67724.583550
573	removal	1	310.625469
574	S	4	310.875889
0	key	9(	67725.495548
575	removal	4	311.475307
576	S	3	311.725630
0	key	9(	67726.367549
577	removal	3	312.325861
578	S	2	312.576016
0	key	2@	67727.263536
579	removal	2	313.175575
580	S	4	313.426348
0	key	0)	67728.039516
581	removal	4	314.025981
582	S	1	314.275461
0	key	1!	67728.839549
583	removal	1	314.875707
584	S	3	315.126552
0	key	9(	67729.735550
585	removal	3	315.726581
586	S	4	315.976427
0	key	0)	67730.583547
587	removal	4	316.576740
588	rest	+	316.826876
589	cue	R	328.828011
590	R	2	330.828811
591	removal	2	331.428855
0	key	2@	67745.671597
592	R	1	331.678191
0	key	1!	67746.447549
593	removal	1	332.278251
594	R	4	332.528969
0	key	0)	67747.223548
595	removal	4	333.129099
596	R	3	333.379275
0	key	9(	67748.007560
597	removal	3	333.979047
598	R	2	334.229535
0	key	2@	67748.839547
599	removal	2	334.829338
600	R	1	335.078750
0	key	1!	67749.647544
601	removal	1	335.678672
602	R	4	335.929533
0	key	0)	67750.503549
603	removal	4	336.528940
604	R	3	336.779042
0	key	9(	67751.359524
605	removal	3	337.379307
606	R	4	337.630131
0	key	0)	67752.287541
607	removal	4	338.229014
608	R	1	338.479707
0	key	1!	67753.119550
609	removal	1	339.079810
610	R	2	339.329716
0	key	2@	67753.919550
611	removal	2	339.912940
612	R	3	340.162926
0	key	9(	67754.695554
613	removal	3	340.762929
614	R	1	341.012967
0	key	1!	67755.575544
615	removal	1	341.613085
616	R	4	341.880234
0	key	0)	67756.439548
617	removal	4	342.463058
618	R	3	342.713246
0	key	9(	67757.287548
619	removal	3	343.313075
620	R	2	343.563105
0	key	2@	67758.143546
621	removal	2	344.163114
622	R	3	344.413044
0	key	9(	67759.135576
623	removal	3	345.012930
624	R	2	345.263062
0	key	2@	67759.895547
625	removal	2	345.863027
626	R	4	346.112981
0	key	0)	67760.695520
627	removal	4	346.712972
628	R	1	346.963601
0	key	1!	67761.495549
629	removal	1	347.564749
630	R	2	347.814964
0	key	2@	67762.415517
631	removal	2	348.413779
632	R	1	348.663784
0	key	1!	67763.311549
633	removal	1	349.264975
634	R	4	349.515182
0	key	0)	67764.151549
635	removal	4	350.115183
636	R	3	350.365118
0	key	9(	67764.903550
637	removal	3	350.965052
638	rest	+	351.214031
639	cue	T	363.217473
640	T	1	365.217062
0	key	2@	67779.983540
641	removal	1	365.816933
642	T	2	366.067073
643	removal	2	366.667023
0	key	9(	67780.919550
644	T	4	366.917301
645	removal	4	367.516839
0	key	1!	67781.759544
646	T	3	367.767353
0	key	0)	67782.495544
647	removal	3	368.367261
648	T	1	368.617290
0	key	2@	67783.367550
649	removal	1	369.217192
650	T	3	369.467362
0	key	0)	67784.223549
651	removal	3	370.067945
652	T	2	370.317363
0	key	9(	67785.119535
653	removal	2	370.918099
654	T	4	371.167424
0	key	1!	67785.991547
655	removal	4	371.768481
656	T	3	372.018560
0	key	0)	67786.767499
657	removal	3	372.618152
658	T	2	372.868599
659	removal	2	373.468256
0	key	9(	67787.727561
660	T	1	373.717832
0	key	2@	67788.399549
661	removal	1	374.318252
662	T	4	374.568502
0	key	1!	67789.311547
663	removal	4	375.168327
664	T	2	375.418563
665	removal	2	376.019274
0	key	9(	67790.271560
666	T	1	376.268152
0	key	2@	67790.927557
667	removal	1	376.869342
668	T	3	377.119293
0	key	0)	67791.855549
669	removal	3	377.719279
670	T	4	377.968506
0	key	1!	67792.743549
671	removal	4	378.569639
672	T	1	378.819513
0	key	2@	67793.599557
673	removal	1	379.419536
674	T	2	379.669317
0	key	0)	67794.415522
675	removal	2	380.269428
676	T	4	380.519548
0	key	1!	67795.279549
677	removal	4	381.119015
678	T	3	381.369571
679	removal	3	381.969543
0	key	0)	67796.207580
680	T	1	382.219173
0	key	2@	67797.007548
681	removal	1	382.820085
682	T	4	383.070388
0	key	1!	67797.815547
683	removal	4	383.669591
684	T	3	383.919644
685	removal	3	384.520605
0	key	0)	67798.831550
686	T	2	384.770489
0	key	9(	67799.567547
687	removal	2	385.369847
688	T	4	385.620678
0	key	1!	67800.431548
689	removal	4	386.220848
690	T	3	386.470465
0	key	0)	67801.287547
691	removal	3	387.069800
692	T	2	387.320403
0	key	9(	67802.135549
693	removal	2	387.920420
694	T	1	388.170429
0	key	2@	67802.951548
695	removal	1	388.771336
696	T	3	389.020748
0	key	0)	67803.783528
697	removal	3	389.621353
698	T	1	389.871057
0	key	2@	67804.607548
699	removal	1	390.470783
700	T	2	390.721328
0	key	9(	67805.535545
701	removal	2	391.321499
702	T	4	391.570634
703	removal	4	392.171409
0	key	1!	67806.399718
704	T	3	392.420995
705	removal	3	393.021222
0	key	0)	67807.367550
706	T	2	393.271389
0	key	9(	67808.071553
707	removal	2	393.871292
708	T	1	394.121359
0	key	2@	67808.791550
709	removal	1	394.721837
710	T	4	394.971870
711	removal	4	395.571646
0	key	1!	67809.847548
712	T	2	395.821810
0	key	9(	67810.639546
713	removal	2	396.422281
714	T	4	396.671745
715	removal	4	397.271503
0	key	1!	67811.519543
716	T	1	397.521589
717	removal	1	398.122091
0	key	2@	67812.495551
718	T	3	398.372753
719	removal	3	398.972700
0	key	0)	67813.247523
720	T	1	399.222385
0	key	2@	67813.983548
721	removal	1	399.822782
722	T	4	400.072451
723	removal	4	400.672669
0	key	1!	67814.919563
724	T	3	400.922830
725	removal	3	401.522465
0	key	0)	67815.759530
726	T	2	401.772655
0	key	9(	67816.535520
727	removal	2	402.372503
728	T	4	402.622634
0	key	1!	67817.367550
729	removal	4	403.222604
730	T	1	403.473238
0	key	2@	67818.279548
731	removal	1	404.072965
732	T	2	404.323685
733	removal	2	404.922703
0	key	9(	67819.175548
734	T	3	405.173466
0	key	0)	67819.919549
735	removal	3	405.773459
736	T	1	406.023847
0	key	2@	67820.759502
737	removal	1	406.623672
738	T	3	406.873021
0	key	0)	67821.623550
739	removal	3	407.473946
740	T	2	407.723977
741	removal	2	408.324030
0	key	9(	67822.631550
742	T	4	408.573436
743	removal	4	409.173554
0	key	1!	67823.463551
744	T	1	409.423797
0	key	2@	67824.239546
745	removal	1	410.023745
746	T	4	410.274544
747	removal	4	410.873507
0	key	1!	67825.159549
748	T	3	411.123630
749	removal	3	411.724122
0	key	0)	67825.951665
750	T	2	411.973744
0	key	9(	67826.791546
751	removal	2	412.574261
0	key	m	67826.839516
752	T	3	412.824866
0	key	9(	67827.383548
753	removal	3	413.424796
754	T	4	413.674638
755	removal	4	414.274432
756	T	1	414.524673
0	key	2@	67828.919515
757	removal	1	415.125510
758	T	2	415.374320
759	removal	2	415.974524
0	key	0)	67830.247515
760	T	1	416.224400
761	removal	1	416.825164
0	key	2@	67831.175548
762	T	3	417.074887
0	key	0)	67831.895546
763	removal	3	417.674806
764	T	2	417.925902
765	removal	2	418.524903
0	key	9(	67832.759590
766	T	4	418.775821
767	removal	4	419.375714
0	key	1!	67833.639547
768	T	2	419.625401
0	key	9(	67834.423552
769	removal	2	420.225515
770	T	3	420.475601
771	removal	3	421.075563
0	key	0)	67835.431557
772	T	1	421.325135
0	key	2@	67836.135547
773	removal	1	421.926015
774	T	4	422.176099
775	removal	4	422.775807
0	key	1!	67837.015604
