trial	type	block	visual_target	motor_target	rt	onset	duration	made_errors
1	R	1	2	2	0.586168	2.021644	0.828535	0
2	R	1	3	3	0.367704	2.872087	0.828016	0
3	R	1	1	1	0.397942	3.721813	0.828262	0
4	R	1	4	4	0.395215	4.572571	0.827475	0
5	R	1	3	3	0.321195	5.422588	0.827537	0
6	R	1	2	2	0.495067	6.272718	0.827478	0
7	R	1	4	4	0.324916	7.122885	0.827239	0
8	R	1	1	1	0.370901	7.972885	0.827194	0
9	R	1	2	2	0.385026	8.822759	0.827334	0
10	R	1	1	1	0.446471	9.673282	0.826790	0
11	R	1	3	3	0.348448	10.523332	0.826704	0
12	R	1	4	4	0.322755	11.373001	0.827025	0
13	R	1	1	1	0.320175	12.223608	0.826414	0
14	R	1	2	2	0.318559	13.073218	0.826881	0
15	R	1	4	4	0.427761	13.924023	0.826088	0
16	R	1	3	3	0.409593	14.774198	0.825887	0
17	R	1	4	4	0.455814	15.623919	0.826174	0
18	R	1	3	3	0.397917	16.473868	0.826187	0
19	R	1	1	1	0.411728	17.324029	0.826016	0
20	R	1	2	2	0.353409	18.174376	0.825801	0
21	R	1	4	4	0.351036	19.024745	0.825348	0
22	R	1	1	1	0.565505	19.874283	0.825787	0
23	R	1	3	3	0.378854	20.724950	0.825226	0
24	R	1	2	2	0.521447	21.574337	0.825742	0
1	T	2	3	4	0.549518	36.410274	0.839887	0
2	T	2	4	1	0.658938	37.260845	0.839204	0
3	T	2	2	3	0.592672	38.111095	0.838978	0
4	T	2	1	2	0.558740	38.961044	0.839063	0
5	T	2	2	3	0.500693	39.811081	0.838950	0
6	T	2	4	1	0.571175	40.660612	0.839530	0
7	T	2	1	2	0.000000	41.511113	0.839014	1
8	T	2	3	4	0.590564	42.361370	0.838735	0
9	T	2	1	2	0.604028	43.211735	0.838427	0
10	T	2	4	1	0.697808	44.061978	0.838053	0
11	T	2	3	4	0.591635	44.912165	0.837966	0
12	T	2	2	3	0.606022	45.761760	0.838271	0
13	T	2	1	2	0.555953	46.611800	0.838312	0
14	T	2	2	3	0.665274	47.462509	0.837559	0
15	T	2	4	1	0.823355	48.312431	0.837575	0
16	T	2	3	4	0.597383	49.162500	0.837530	0
17	T	2	2	3	0.658970	50.012815	0.837209	0
18	T	2	1	2	0.601386	50.862475	0.837587	0
19	T	2	3	4	0.510779	51.713006	0.837130	0
20	T	2	4	1	0.000000	52.562525	0.837657	1
21	T	2	2	3	0.586336	53.413447	0.836727	1
22	T	2	3	4	0.536170	54.263615	0.836416	0
23	T	2	4	1	0.750633	55.113152	0.837046	0
24	T	2	1	2	0.000000	55.963713	0.836433	1
25	T	2	3	4	0.650352	56.813435	0.836687	0
26	T	2	4	1	0.807751	57.664036	0.836091	0
27	T	2	1	2	0.000000	58.513331	0.836779	1
28	T	2	2	3	0.771846	59.363939	0.836205	1
29	T	2	1	2	0.801597	60.214174	0.835912	0
30	T	2	3	4	0.671333	61.064459	0.835557	0
31	T	2	4	1	0.821239	61.914546	0.835627	0
32	T	2	2	3	0.603202	62.764626	0.835531	0
33	T	2	4	1	0.000000	63.614320	0.835756	1
34	T	2	1	2	0.575127	64.464657	0.835387	1
35	T	2	2	3	0.708614	65.315141	0.834980	0
36	T	2	3	4	0.603332	66.164454	0.835681	0
37	T	2	1	2	0.000000	67.014855	0.835150	1
38	T	2	3	4	0.000000	67.865302	0.834713	1
39	T	2	2	3	0.000000	68.715831	0.834357	1
40	T	2	4	1	0.000000	69.565154	0.834859	1
41	T	2	3	4	0.679914	70.415872	0.834252	0
42	T	2	2	3	0.000000	71.265972	0.834172	1
43	T	2	1	2	0.659420	72.116368	0.833717	1
44	T	2	4	1	0.793877	72.965912	0.834167	0
45	T	2	3	4	0.591157	73.816640	0.833367	0
46	T	2	2	3	0.605544	74.666248	0.833883	0
47	T	2	1	2	0.643007	75.516779	0.833317	0
48	T	2	4	1	0.712820	76.366965	0.833042	0
49	T	2	3	4	0.582671	77.217085	0.832934	0
50	T	2	1	2	0.612674	78.067106	0.833036	0
51	T	2	4	1	0.818905	78.916879	0.833277	0
52	T	2	2	3	0.792287	79.767498	0.832650	0
53	T	2	3	4	0.518900	80.616887	0.833179	0
54	T	2	2	3	0.652048	81.467737	0.832265	0
55	T	2	1	2	0.618443	82.317341	0.832786	0
56	T	2	4	1	0.800554	83.167206	0.832831	0
57	T	2	2	3	0.685634	84.018150	0.832007	0
58	T	2	1	2	0.000000	84.867727	0.832274	1
59	T	2	4	1	0.745621	85.718162	0.831892	1
60	T	2	3	4	0.599441	86.568438	0.831562	0
61	T	2	4	1	0.741138	87.418647	0.831542	0
62	T	2	2	3	0.635198	88.268573	0.831564	0
63	T	2	3	4	0.544957	89.118835	0.831192	0
64	T	2	1	2	0.494796	89.968989	0.831125	0
65	T	2	3	4	0.476851	90.818935	0.831110	0
66	T	2	2	3	0.538827	91.668957	0.831124	0
67	T	2	4	1	0.616484	92.519310	0.830825	0
68	T	2	1	2	0.534652	93.369138	0.830912	0
69	T	2	3	4	0.492838	94.218923	0.831151	0
70	T	2	2	3	0.522178	95.069608	0.830476	0
71	T	2	1	2	0.551831	95.919929	0.830145	0
72	T	2	4	1	0.590356	96.769564	0.830503	0
1	R	3	4	4	0.657365	111.622425	0.827658	0
2	R	3	1	1	0.519539	112.472246	0.827833	0
3	R	3	3	3	0.485130	113.322657	0.827480	0
4	R	3	2	2	0.507239	114.172546	0.827602	0
5	R	3	1	1	0.569260	115.022525	0.827565	0
6	R	3	4	4	0.479376	115.872411	0.827678	0
7	R	3	2	2	0.476610	116.723176	0.826949	0
8	R	3	3	3	0.346520	117.573266	0.826890	0
9	R	3	1	1	0.432441	118.423347	0.826715	0
10	R	3	2	2	0.390412	119.273373	0.826771	0
11	R	3	4	4	0.364415	120.123358	0.826645	0
12	R	3	3	3	0.000000	120.973075	0.827081	1
13	R	3	4	4	0.423977	121.823807	0.826311	1
14	R	3	3	3	0.550240	122.673545	0.826456	0
15	R	3	1	1	0.451643	123.524144	0.825916	0
16	R	3	2	2	0.385758	124.374026	0.825987	0
17	R	3	1	1	0.495961	125.223824	0.826274	0
18	R	3	2	2	0.357149	126.074668	0.825435	0
19	R	3	4	4	0.395140	126.924645	0.825361	0
20	R	3	3	3	0.609254	127.774531	0.825510	0
21	R	3	1	1	0.430759	128.625026	0.825000	0
22	R	3	4	4	0.444935	129.474818	0.825215	0
23	R	3	2	2	0.498710	130.325076	0.825020	0
24	R	3	3	3	0.416735	131.175024	0.825147	0
1	S	4	1	1	0.492841	146.010977	0.839144	0
2	S	4	3	3	0.451119	146.860665	0.839337	0
3	S	4	4	4	0.376702	147.711084	0.839095	0
4	S	4	2	2	0.398806	148.560978	0.839180	0
5	S	4	1	1	0.380228	149.411558	0.838510	0
6	S	4	2	2	0.386694	150.261091	0.839032	0
7	S	4	3	3	0.352419	151.111366	0.838650	0
8	S	4	1	1	0.398315	151.961448	0.838589	0
9	S	4	4	4	0.460305	152.811481	0.838556	0
10	S	4	3	3	0.513940	153.661852	0.838154	0
11	S	4	2	2	0.519798	154.511988	0.838179	0
12	S	4	4	4	0.421826	155.361960	0.838056	0
13	S	4	1	1	0.411537	156.212247	0.837928	0
14	S	4	3	3	0.513605	157.062179	0.837864	0
15	S	4	4	4	0.366905	157.912880	0.837170	0
16	S	4	2	2	0.437072	158.762699	0.837395	0
17	S	4	1	1	0.379221	159.612566	0.837560	0
18	S	4	2	2	0.361068	160.462686	0.837381	0
19	S	4	3	3	0.439046	161.312739	0.837426	0
20	S	4	1	1	0.532380	162.163405	0.836712	0
21	S	4	4	4	0.402091	163.013665	0.836475	0
22	S	4	3	3	0.408395	163.863392	0.836732	0
23	S	4	2	2	0.501915	164.713869	0.836155	0
24	S	4	4	4	0.435844	165.563915	0.836138	0
25	S	4	1	1	0.410031	166.413755	0.836328	0
26	S	4	3	3	0.415743	167.264044	0.836046	0
27	S	4	4	4	0.397441	168.114348	0.835718	0
28	S	4	2	2	0.491735	168.964050	0.836066	0
29	S	4	1	1	0.337129	169.814649	0.835367	0
30	S	4	2	2	0.438954	170.664831	0.835329	0
31	S	4	3	3	0.357042	171.514743	0.835321	0
32	S	4	1	1	0.363163	172.364623	0.835409	0
33	S	4	4	4	0.344563	173.215220	0.834898	0
34	S	4	3	3	0.431225	174.064561	0.835541	0
35	S	4	2	2	0.532695	174.915090	0.834932	0
36	S	4	4	4	0.402332	175.765453	0.834725	0
37	S	4	1	1	0.400755	176.615030	0.835087	0
38	S	4	3	3	0.501997	177.465786	0.834303	0
39	S	4	4	4	0.347751	178.316037	0.834077	0
40	S	4	2	2	0.000000	179.165784	0.834307	1
41	S	4	1	1	0.495602	180.016186	0.833961	0
42	S	4	2	2	0.341696	180.866092	0.834026	0
43	S	4	3	3	0.347783	181.715972	0.834129	0
44	S	4	1	1	0.449346	182.566429	0.833733	0
45	S	4	4	4	0.423752	183.416032	0.834051	0
46	S	4	3	3	0.405103	184.266669	0.833385	0
47	S	4	2	2	0.451072	185.116713	0.833380	0
48	S	4	4	4	0.417050	185.966737	0.833366	0
49	S	4	1	1	0.382843	186.816943	0.833118	0
