trial	type	block	visual_target	motor_target	rt	onset	duration	made_errors
1	R	1	2	2	0.570202	2.021693	0.828445	0
2	R	1	3	3	0.431818	2.872062	0.828083	0
3	R	1	1	1	0.317746	3.722164	0.827967	0
4	R	1	4	4	0.371646	4.572262	0.827751	0
5	R	1	3	3	0.448745	5.423164	0.827005	0
6	R	1	2	2	0.358496	6.273367	0.826668	0
7	R	1	4	4	0.316896	7.123012	0.827114	0
8	R	1	1	1	0.434546	7.973365	0.826736	0
9	R	1	2	2	0.376162	8.823722	0.826417	0
10	R	1	1	1	0.439007	9.672902	0.827120	0
11	R	1	3	3	0.477101	10.522809	0.827313	0
12	R	1	4	4	0.322032	11.373876	0.826138	0
13	R	1	1	1	0.488260	12.223637	0.826394	0
14	R	1	2	2	0.349969	13.073940	0.826128	0
15	R	1	4	4	0.444306	13.923606	0.826410	0
16	R	1	3	3	0.426338	14.773571	0.826483	0
17	R	1	4	4	0.431800	15.624110	0.825918	0
18	R	1	3	3	0.429806	16.474104	0.825915	0
19	R	1	1	1	0.371962	17.323949	0.826195	0
20	R	1	2	2	0.336818	18.175091	0.824944	0
21	R	1	4	4	0.366809	19.025090	0.825057	0
22	R	1	1	1	0.421375	19.874536	0.825477	0
23	R	1	3	3	0.315155	20.724746	0.825278	0
24	R	1	2	2	0.433229	21.574681	0.825503	0
1	T	2	3	4	0.641125	36.427123	0.822967	0
2	T	2	4	1	0.502541	37.277870	0.822306	0
3	T	2	2	3	0.484810	38.127598	0.822565	0
4	T	2	1	2	0.482154	38.978257	0.821766	0
5	T	2	2	3	0.488578	39.827834	0.822240	0
6	T	2	4	1	0.390698	40.677715	0.822294	0
7	T	2	1	2	0.316596	41.527813	0.822294	0
8	T	2	3	4	0.474241	42.378167	0.821865	0
9	T	2	1	2	0.600115	43.228278	0.821753	0
10	T	2	4	1	0.557434	44.078967	0.821073	0
11	T	2	3	4	0.467547	44.928876	0.821160	0
12	T	2	2	3	0.609659	45.778724	0.821362	0
13	T	2	1	2	0.471660	46.628749	0.821387	0
14	T	2	2	3	0.493054	47.479354	0.820802	0
15	T	2	4	1	0.467824	48.328584	0.821537	0
16	T	2	3	4	0.512668	49.179739	0.820348	0
17	T	2	2	3	0.558765	50.029644	0.820374	0
18	T	2	1	2	0.461149	50.879259	0.820836	0
19	T	2	3	4	0.418529	51.729880	0.820230	0
20	T	2	4	1	0.512552	52.579857	0.820200	0
21	T	2	2	3	0.462917	53.429490	0.820686	0
22	T	2	3	4	0.428596	54.279814	0.820268	0
23	T	2	4	1	0.506374	55.114034	0.836090	0
24	T	2	1	2	0.448250	55.964151	0.835985	0
25	T	2	3	4	0.430349	56.814056	0.836019	0
26	T	2	4	1	0.524351	57.664022	0.836018	0
27	T	2	1	2	0.474335	58.514038	0.835988	0
28	T	2	2	3	0.408381	59.364028	0.836108	0
29	T	2	1	2	0.550357	60.214053	0.835975	0
30	T	2	3	4	0.508326	61.064078	0.835970	0
31	T	2	4	1	0.474304	61.914104	0.836012	0
32	T	2	2	3	0.439912	62.764498	0.835533	0
33	T	2	4	1	0.525391	63.615019	0.835069	0
34	T	2	1	2	0.427021	64.465377	0.834632	0
35	T	2	2	3	0.465169	65.315241	0.834768	0
36	T	2	3	4	0.447118	66.165310	0.834832	0
37	T	2	1	2	0.564933	67.015478	0.834614	0
38	T	2	3	4	0.490930	67.865484	0.834579	0
39	T	2	2	3	0.561039	68.715342	0.834820	0
40	T	2	4	1	0.510901	69.565510	0.834662	0
41	T	2	3	4	0.499829	70.416580	0.833484	0
42	T	2	2	3	0.513872	71.266538	0.833636	0
43	T	2	1	2	0.479689	72.116723	0.833404	0
44	T	2	4	1	0.509649	72.966761	0.833300	0
45	T	2	3	4	0.492021	73.816388	0.833798	0
46	T	2	2	3	0.681766	74.666632	0.833407	0
47	T	2	1	2	0.672014	75.516396	0.833682	0
48	T	2	4	1	0.501864	76.366548	0.833649	0
49	T	2	3	4	0.483882	77.216528	0.833557	0
50	T	2	1	2	0.496992	78.067418	0.832721	0
51	T	2	4	1	0.598596	78.917846	0.832229	0
52	T	2	2	3	0.556515	79.767841	0.832328	0
53	T	2	3	4	0.474881	80.617533	0.832558	0
54	T	2	2	3	0.000000	81.467613	0.832530	1
55	T	2	1	2	0.566719	82.317660	0.832443	0
56	T	2	4	1	0.525024	83.167384	0.832729	0
