event	type	value	time
0	key	2@	65240.006771
137	removal	1	72.716363
138	T	4	72.966761
0	key	1!	65240.886769
139	removal	4	73.566335
140	T	3	73.816388
0	key	0)	65241.718768
141	removal	3	74.416711
142	T	2	74.666632
143	removal	2	75.266263
0	key	9(	65242.758758
144	T	1	75.516396
145	removal	1	76.117179
0	key	2@	65243.598770
146	T	4	76.366548
0	key	1!	65244.278771
147	removal	4	76.967551
148	T	3	77.216528
0	key	0)	65245.110769
149	removal	3	77.817558
150	T	1	78.067418
0	key	2@	65245.974769
151	removal	1	78.667646
152	T	4	78.917846
153	removal	4	79.517485
0	key	1!	65246.926801
154	T	2	79.767841
0	key	9(	65247.734715
155	removal	2	80.367030
156	T	3	80.617533
0	key	0)	65248.502773
157	removal	3	81.217181
158	T	2	81.467613
0	key	2@	65249.382770
159	removal	2	82.067158
160	T	1	82.317660
0	key	2@	65250.294738
161	removal	1	82.918422
162	T	4	83.167384
0	key	1!	65251.102767
163	removal	4	83.767504
164	T	2	84.018396
0	key	9(	65251.974738
165	removal	2	84.618470
166	T	1	84.868752
0	key	2@	65252.798777
167	removal	1	85.468497
168	T	4	85.718890
0	key	1!	65253.654769
169	removal	4	86.318828
170	T	3	86.568578
0	key	0)	65254.478770
171	removal	3	87.168213
172	T	4	87.418804
0	key	1!	65255.398766
173	removal	4	88.018532
174	T	2	88.268438
0	key	9(	65256.182769
175	removal	2	88.869371
176	T	3	89.119123
177	removal	3	89.718607
0	key	0)	65257.134770
178	T	1	89.968967
0	key	2@	65257.894765
179	removal	1	90.569286
180	T	3	90.819654
0	key	0)	65258.670770
181	removal	3	91.419721
182	T	2	91.668835
0	key	9(	65259.518770
183	removal	2	92.268729
184	T	4	92.519753
0	key	1!	65260.366768
185	removal	4	93.119784
186	T	1	93.369573
187	removal	1	93.969777
0	key	2@	65261.366941
188	T	3	94.219555
0	key	0)	65262.118770
189	removal	3	94.819595
190	T	2	95.069682
0	key	9(	65262.982769
191	removal	2	95.669571
192	T	1	95.919912
0	key	2@	65263.838743
193	removal	1	96.519644
194	T	4	96.770320
0	key	1!	65264.678768
195	removal	4	97.369629
196	rest	+	97.620665
197	cue	R	109.621627
198	R	4	111.622196
199	removal	4	112.222196
0	key	0)	65279.688357
200	R	1	112.472156
0	key	1!	65280.320508
201	removal	1	113.072965
202	R	3	113.323039
0	key	9(	65281.208519
203	removal	3	113.923150
204	R	2	114.172148
0	key	2@	65281.992498
205	removal	2	114.772365
206	R	1	115.023008
0	key	1!	65282.792522
207	removal	1	115.622580
208	R	4	115.872825
0	key	0)	65283.696518
209	removal	4	116.473047
210	R	2	116.722818
0	key	2@	65284.488521
211	removal	2	117.322614
212	R	3	117.572717
0	key	9(	65285.312493
213	removal	3	118.172761
214	R	1	118.423679
0	key	1!	65286.128521
215	removal	1	119.023425
216	R	2	119.273045
0	key	2@	65287.032512
217	removal	2	119.874015
218	R	4	120.123716
0	key	0)	65287.984517
219	removal	4	120.723665
220	R	3	120.973946
0	key	9(	65288.776519
221	removal	3	121.573582
222	R	4	121.824005
0	key	0)	65289.664498
223	removal	4	122.424527
224	R	3	122.673888
0	key	9(	65290.472519
225	removal	3	123.273702
226	R	1	123.523665
0	key	1!	65291.368513
227	removal	1	124.123532
228	R	2	124.374292
0	key	2@	65292.176501
229	removal	2	124.974186
230	R	1	125.224211
0	key	1!	65293.032522
231	removal	1	125.824555
232	R	2	126.075064
0	key	2@	65293.848520
233	removal	2	126.674636
234	R	4	126.924970
0	key	0)	65294.720492
235	removal	4	127.525099
236	R	3	127.774947
0	key	9(	65295.504521
237	removal	3	128.374833
238	R	1	128.624920
0	key	1!	65296.360519
239	removal	1	129.225740
240	R	4	129.474660
0	key	0)	65297.200469
241	removal	4	130.075671
242	R	2	130.325138
0	key	2@	65298.024518
243	removal	2	130.924896
244	R	3	131.174808
0	key	0)	65298.888485
245	removal	3	131.775523
246	rest	+	132.025367
247	cue	S	144.027624
248	S	1	146.028286
249	removal	1	146.627294
0	key	1!	65314.036247
250	S	3	146.877688
0	key	9(	65314.708398
251	removal	3	147.477369
252	S	4	147.728021
0	key	0)	65315.492381
253	removal	4	148.327575
254	S	2	148.578500
0	key	2@	65316.292393
255	removal	2	149.178581
256	S	1	149.428470
0	key	1!	65317.196392
257	removal	1	150.028508
258	S	2	150.278626
0	key	2@	65318.036395
259	removal	2	150.878339
260	S	3	151.128624
0	key	9(	65318.852396
261	removal	3	151.728312
262	S	1	151.978846
0	key	1!	65319.748378
263	removal	1	152.577980
264	S	4	152.828048
0	key	0)	65320.588372
265	removal	4	153.428556
266	S	3	153.678925
0	key	9(	65321.500394
267	removal	3	154.278645
268	S	2	154.528569
0	key	2@	65322.348393
269	removal	2	155.129482
270	S	4	155.379123
0	key	0)	65323.148395
271	removal	4	155.979744
272	S	1	156.228765
0	key	1!	65324.020396
273	removal	1	156.829752
274	S	3	157.078725
0	key	9(	65324.804395
275	removal	3	157.678966
276	S	4	157.929668
0	key	0)	65325.652397
277	removal	4	158.529770
278	S	2	158.779328
0	key	2@	65326.532368
279	removal	2	159.380071
280	S	1	159.629614
0	key	1!	65327.372393
281	removal	1	160.229448
282	S	2	160.479335
0	key	2@	65328.204396
283	removal	2	161.079513
284	S	3	161.330459
0	key	9(	65329.036392
285	removal	3	161.913814
286	S	1	162.163865
0	key	1!	65329.852394
287	removal	1	162.779841
288	S	4	163.013963
0	key	0)	65330.820396
289	removal	4	163.613824
290	S	3	163.863538
0	key	9(	65331.676388
291	removal	3	164.463811
292	S	2	164.713989
0	key	2@	65332.420393
293	removal	2	165.313941
294	S	4	165.564053
0	key	0)	65333.372336
295	removal	4	166.164051
296	S	1	166.414044
0	key	1!	65334.172390
297	removal	1	167.013998
298	S	3	167.263824
0	key	9(	65335.044349
299	removal	3	167.863875
300	S	4	168.113907
0	key	0)	65335.980394
301	removal	4	168.713883
302	S	2	168.963838
0	key	2@	65336.724391
303	removal	2	169.565159
304	S	1	169.815023
0	key	1!	65337.580366
305	removal	1	170.415068
306	S	2	170.664105
0	key	2@	65338.476397
307	removal	2	171.265174
308	S	3	171.515058
0	key	9(	65339.220396
309	removal	3	172.115288
310	S	1	172.365131
0	key	1!	65340.132392
311	removal	1	172.965263
312	S	4	173.215232
0	key	0)	65340.988396
313	removal	4	173.815290
314	S	3	174.065319
0	key	9(	65341.844396
315	removal	3	174.665189
316	S	2	174.915259
0	key	2@	65342.620398
317	removal	2	175.515000
318	S	4	175.765241
0	key	0)	65343.468397
319	removal	4	176.365001
320	S	1	176.615330
0	key	1!	65344.300375
321	removal	1	177.216300
322	S	3	177.465148
0	key	9(	65345.324396
323	removal	3	178.066344
324	S	4	178.316265
0	key	0)	65346.100394
325	removal	4	178.916269
326	S	2	179.166122
0	key	2@	65346.852395
327	removal	2	179.766295
328	S	1	180.016348
0	key	1!	65347.740397
329	removal	1	180.616329
330	S	2	180.866352
0	key	2@	65348.572398
331	removal	2	181.466221
332	S	3	181.716493
0	key	9(	65349.572394
333	removal	3	182.316246
334	S	1	182.566306
0	key	1!	65350.396393
335	removal	1	183.166223
336	S	4	183.417225
0	key	0)	65351.236396
337	removal	4	184.017160
338	S	3	184.267170
0	key	2@	65352.036390
339	removal	3	184.867176
340	S	2	185.117358
0	key	2@	65352.836396
341	removal	2	185.717397
342	S	4	185.967457
0	key	0)	65353.764390
343	removal	4	186.567367
344	S	1	186.817550
0	key	1!	65354.556395
345	removal	1	187.417364
346	S	3	187.667167
0	key	9(	65355.436396
347	removal	3	188.267371
348	S	4	188.517647
0	key	0)	65356.228392
349	removal	4	189.117389
350	S	2	189.367277
0	key	2@	65357.092394
351	removal	2	189.967233
352	S	1	190.217481
0	key	1!	65357.916395
353	removal	1	190.817382
354	S	2	191.068456
0	key	2@	65358.828362
355	removal	2	191.668279
356	S	3	191.918082
0	key	9(	65359.652370
357	removal	3	192.518047
358	S	1	192.768450
0	key	1!	65360.556398
359	removal	1	193.368486
360	S	4	193.618596
0	key	0)	65361.420394
361	removal	4	194.218138
362	S	3	194.468855
0	key	9(	65362.268395
363	removal	3	195.067952
364	S	2	195.318195
0	key	2@	65363.012404
365	removal	2	195.919157
366	S	4	196.168363
0	key	0)	65363.932381
367	removal	4	196.769308
368	S	1	197.018691
0	key	1!	65364.900390
369	removal	1	197.619383
370	S	3	197.868432
0	key	9(	65365.612392
371	removal	3	198.469150
372	S	4	198.719533
0	key	0)	65366.452392
373	removal	4	199.319581
374	S	2	199.568628
0	key	2@	65367.348393
375	removal	2	200.169792
376	S	1	200.419595
0	key	1!	65368.132396
377	removal	1	201.019254
378	S	2	201.269737
0	key	2@	65369.084398
379	removal	2	201.869421
380	S	3	202.119661
0	key	9(	65369.812393
381	removal	3	202.719404
382	S	1	202.969166
0	key	1!	65370.700396
383	removal	1	203.570352
384	S	4	203.819492
0	key	0)	65371.612398
385	removal	4	204.419657
386	S	3	204.670072
0	key	9(	65372.460364
387	removal	3	205.270745
388	S	2	205.519659
0	key	2@	65373.236397
389	removal	2	206.119900
390	S	4	206.370717
0	key	0)	65374.116395
391	removal	4	206.970115
392	rest	+	207.220385
393	cue	R	219.221897
394	R	1	221.222603
0	key	1!	65389.172485
395	removal	1	221.822421
396	R	4	222.072916
0	key	0)	65389.868643
397	removal	4	222.673003
398	R	2	222.923067
0	key	2@	65390.652642
399	removal	2	223.523095
400	R	3	223.772707
0	key	9(	65391.532631
401	removal	3	224.372977
402	R	2	224.622596
0	key	2@	65392.420644
403	removal	2	225.223682
404	R	3	225.472707
0	key	9(	65393.220645
405	removal	3	226.073751
406	R	1	226.322709
0	key	1!	65394.068646
407	removal	1	226.923404
408	R	4	227.173033
0	key	0)	65394.884611
409	removal	4	227.773552
410	R	3	228.023874
0	key	9(	65395.764612
411	removal	3	228.623622
412	R	4	228.873378
0	key	0)	65396.652646
413	removal	4	229.474087
414	R	2	229.723868
0	key	2@	65397.452648
415	removal	2	230.323492
416	R	1	230.573694
0	key	1!	65398.324645
417	removal	1	231.174553
418	R	2	231.424216
0	key	2@	65399.156644
419	removal	2	232.023853
420	R	1	232.273984
0	key	1!	65400.028643
421	removal	1	232.874305
422	R	3	233.124786
0	key	0)	65400.836644
423	removal	3	233.724445
424	R	4	233.975048
0	key	0)	65401.716645
425	removal	4	234.574299
426	R	2	234.825160
0	key	2@	65402.548647
427	removal	2	235.424791
428	R	1	235.675155
0	key	1!	65403.420645
429	removal	1	236.275538
430	R	3	236.524827
0	key	9(	65404.412649
431	removal	3	237.124937
432	R	4	237.375507
0	key	0)	65405.204647
433	removal	4	237.975444
434	R	2	238.224921
0	key	2@	65406.060647
435	removal	2	238.824890
436	R	3	239.075696
0	key	9(	65406.940645
437	removal	3	239.675137
438	R	1	239.925571
0	key	1!	65407.812641
439	removal	1	240.525521
440	R	4	240.775937
0	key	0)	65408.628645
441	removal	4	241.375765
442	rest	+	241.625547
443	cue	S	253.627450
444	S	2	255.628033
0	key	2@	65423.603984
445	removal	2	256.228166
446	S	1	256.477923
0	key	1!	65424.252113
447	removal	1	257.078479
448	S	2	257.328070
0	key	2@	65425.092144
449	removal	2	257.928559
450	S	3	258.178426
0	key	9(	65425.916094
451	removal	3	258.778746
452	S	1	259.028507
0	key	1!	65426.740144
453	removal	1	259.628671
454	S	4	259.877891
0	key	0)	65427.748146
455	removal	4	260.478655
456	S	3	260.729175
0	key	9(	65428.500088
457	removal	3	261.328728
458	S	2	261.578637
0	key	2@	65429.236144
459	removal	2	262.178851
460	S	4	262.429355
0	key	0)	65430.196145
461	removal	4	263.028811
462	S	1	263.278726
0	key	1!	65431.028145
463	removal	1	263.878472
464	S	3	264.129657
0	key	9(	65431.868132
465	removal	3	264.729635
466	S	4	264.979312
0	key	0)	65432.724091
467	removal	4	265.579003
468	S	2	265.829700
0	key	2@	65433.524147
469	removal	2	266.429858
470	S	1	266.679455
0	key	1!	65434.396119
471	removal	1	267.279573
472	S	2	267.529673
0	key	2@	65435.332145
473	removal	2	268.129462
474	S	3	268.379526
0	key	9(	65436.108149
475	removal	3	268.979601
476	S	1	269.229571
0	key	1!	65436.964118
477	removal	1	269.813002
478	S	4	270.080192
0	key	0)	65437.820146
479	removal	4	270.663159
480	S	3	270.913098
0	key	9(	65438.668140
481	removal	3	271.513164
482	S	2	271.763066
0	key	2@	65439.476141
483	removal	2	272.362995
484	S	4	272.613164
0	key	0)	65440.380145
485	removal	4	273.213115
486	S	1	273.463109
0	key	1!	65441.236143
487	removal	1	274.062971
488	S	3	274.313051
0	key	9(	65442.060141
489	removal	3	274.913036
490	S	4	275.163178
0	key	0)	65442.884141
491	removal	4	275.763060
492	S	2	276.013105
0	key	2@	65443.708141
493	removal	2	276.614017
494	S	1	276.863124
0	key	1!	65444.564146
495	removal	1	277.463904
496	S	2	277.715103
0	key	2@	65445.460155
497	removal	2	278.315030
498	S	3	278.565286
0	key	9(	65446.300148
499	removal	3	279.165153
500	S	1	279.414876
0	key	1!	65447.180143
501	removal	1	280.015081
502	S	4	280.265043
0	key	0)	65448.020129
503	removal	4	280.865042
504	S	3	281.114917
0	key	9(	65448.956143
505	removal	3	281.715190
506	S	2	281.965055
0	key	2@	65449.676137
507	removal	2	282.565162
508	S	4	282.815065
0	key	0)	65450.516145
509	removal	4	283.414996
510	S	1	283.665249
0	key	1!	65451.380148
511	removal	1	284.264893
512	S	3	284.515139
0	key	9(	65452.188131
513	removal	3	285.115062
514	S	4	285.366294
0	key	0)	65453.076143
515	removal	4	285.966295
516	S	2	286.216198
0	key	2@	65454.020112
517	removal	2	286.816372
518	S	1	287.066180
0	key	1!	65454.812145
519	removal	1	287.666248
520	S	2	287.916302
0	key	2@	65455.684148
521	removal	2	288.516363
522	S	3	288.766442
0	key	9(	65456.620137
523	removal	3	289.365772
524	S	1	289.616085
0	key	1!	65457.380146
525	removal	1	290.216259
526	S	4	290.466354
0	key	0)	65458.228165
527	removal	4	291.066134
528	S	3	291.317237
0	key	9(	65459.148143
529	removal	3	291.917262
530	S	2	292.166373
0	key	2@	65459.964142
531	removal	2	292.766352
532	S	4	293.017239
0	key	0)	65460.860146
533	removal	4	293.617538
534	S	1	293.867437
0	key	1!	65461.580148
535	removal	1	294.467227
536	S	3	294.717295
0	key	9(	65462.468144
537	removal	3	295.317211
538	S	4	295.567357
0	key	0)	65463.404147
539	removal	4	296.167587
540	S	2	296.417423
0	key	2@	65464.116112
541	removal	2	297.017910
542	S	1	297.267570
0	key	1!	65464.940144
543	removal	1	297.867963
544	S	2	298.117155
0	key	2@	65465.820148
545	removal	2	298.718085
546	S	3	298.967313
0	key	9(	65466.692146
547	removal	3	299.568591
548	S	1	299.818535
0	key	1!	65467.604141
549	removal	1	300.418400
550	S	4	300.668112
0	key	0)	65468.444147
551	removal	4	301.268651
552	S	3	301.518540
0	key	9(	65469.316155
553	removal	3	302.117986
554	S	2	302.368613
0	key	2@	65470.076143
555	removal	2	302.968158
556	S	4	303.218508
0	key	0)	65471.004148
557	removal	4	303.818473
558	S	1	304.068484
0	key	1!	65471.820146
559	removal	1	304.668448
560	S	3	304.919156
0	key	9(	65472.724147
561	removal	3	305.519086
562	S	4	305.769098
0	key	0)	65473.476144
563	removal	4	306.369539
564	S	2	306.619005
0	key	2@	65474.420146
565	removal	2	307.219400
566	S	1	307.469244
0	key	1!	65475.196143
567	removal	1	308.068566
568	S	2	308.319863
0	key	2@	65476.108145
569	removal	2	308.919553
570	S	3	309.169197
0	key	9(	65476.860145
571	removal	3	309.768994
572	S	1	310.019380
0	key	1!	65477.732144
573	removal	1	310.619754
574	S	4	310.869408
0	key	0)	65478.732141
575	removal	4	311.469754
576	S	3	311.719309
0	key	9(	65479.580148
577	removal	3	312.320370
578	S	2	312.569624
0	key	2@	65480.300127
579	removal	2	313.169515
580	S	4	313.419388
0	key	0)	65481.148147
581	removal	4	314.020724
582	S	1	314.269629
0	key	1!	65481.956144
583	removal	1	314.870672
584	S	3	315.120546
0	key	9(	65482.796145
585	removal	3	315.720385
586	S	4	315.970192
0	key	0)	65483.636147
587	removal	4	316.569942
588	rest	+	316.820583
589	cue	R	328.822850
590	R	2	330.823004
591	removal	2	331.422553
0	key	2@	65498.967733
592	R	1	331.672508
0	key	1!	65499.447896
593	removal	1	332.273066
594	R	4	332.522897
0	key	0)	65500.327894
595	removal	4	333.123496
596	R	3	333.372516
0	key	9(	65501.103895
597	removal	3	333.973716
598	R	2	334.222634
0	key	2@	65501.927843
599	removal	2	334.823629
600	R	1	335.072839
0	key	1!	65502.871896
601	removal	1	335.673220
602	R	4	335.923781
0	key	0)	65503.735898
603	removal	4	336.523766
604	R	3	336.773460
0	key	9(	65504.519894
605	removal	3	337.374249
606	R	4	337.623796
0	key	0)	65505.367881
607	removal	4	338.223426
608	R	1	338.473320
0	key	1!	65506.335897
609	removal	1	339.074606
610	R	2	339.323623
0	key	2@	65507.111897
611	removal	2	339.924663
612	R	3	340.173603
0	key	9(	65507.887895
613	removal	3	340.773683
614	R	1	341.023811
0	key	1!	65508.735897
615	removal	1	341.624456
616	R	4	341.874062
0	key	0)	65509.607898
617	removal	4	342.473888
618	R	3	342.724227
0	key	9(	65510.455866
619	removal	3	343.324303
620	R	2	343.574314
0	key	2@	65511.279865
621	removal	2	344.174413
622	R	3	344.425200
0	key	0)	65512.143895
623	removal	3	345.025122
624	R	2	345.274410
0	key	2@	65513.215896
625	removal	2	345.874684
626	R	4	346.124555
0	key	0)	65513.959894
627	removal	4	346.725801
628	R	1	346.975641
0	key	1!	65514.751868
629	removal	1	347.575370
630	R	2	347.825516
0	key	2@	65515.583897
631	removal	2	348.425315
632	R	1	348.675257
0	key	1!	65516.439870
633	removal	1	349.275679
634	R	4	349.525846
0	key	0)	65517.359894
635	removal	4	350.125343
636	R	3	350.375927
0	key	9(	65518.215900
637	removal	3	350.976149
638	rest	+	351.225643
639	cue	T	363.228159
640	T	1	365.228123
641	removal	1	365.827747
0	key	2@	65533.308360
642	T	2	366.078446
0	key	9(	65533.980520
643	removal	2	366.678640
644	T	4	366.928685
0	key	1!	65534.764523
645	removal	4	367.528546
646	T	3	367.778334
0	key	0)	65535.620523
647	removal	3	368.378951
648	T	1	368.628742
0	key	2@	65536.460514
649	removal	1	369.228522
650	T	3	369.479029
0	key	0)	65537.324519
651	removal	3	370.078545
652	T	2	370.328226
0	key	2@	65538.164524
653	removal	2	370.929052
654	T	4	371.178488
655	removal	4	371.778650
0	key	1!	65539.164659
656	T	3	372.028982
0	key	0)	65539.980518
657	removal	3	372.629046
658	T	2	372.878787
659	removal	2	373.479175
0	key	9(	65540.924522
660	T	1	373.729723
0	key	2@	65541.628489
661	removal	1	374.329952
662	T	4	374.579358
0	key	1!	65542.452520
663	removal	4	375.179408
664	T	2	375.429654
0	key	9(	65543.356519
665	removal	2	376.029372
666	T	1	376.279864
0	key	2@	65544.172517
667	removal	1	376.879712
668	T	3	377.129837
0	key	0)	65544.964522
669	removal	3	377.729718
670	T	4	377.979557
0	key	1!	65545.764519
671	removal	4	378.562808
672	T	1	378.813107
0	key	2@	65546.612515
673	removal	1	379.412930
674	T	2	379.663100
0	key	9(	65547.540517
675	removal	2	380.262986
676	T	4	380.513071
0	key	1!	65548.404514
677	removal	4	381.113061
678	T	3	381.363099
0	key	0)	65549.260518
679	removal	3	381.963035
680	T	1	382.213030
0	key	2@	65550.036480
681	removal	1	382.812976
682	T	4	383.062926
0	key	1!	65550.996501
683	removal	4	383.663065
684	T	3	383.913564
0	key	0)	65551.812522
685	removal	3	384.513711
686	T	2	384.763721
0	key	9(	65552.748517
687	removal	2	385.364241
688	T	4	385.613658
0	key	1!	65553.532508
689	removal	4	386.213928
690	T	3	386.465080
0	key	0)	65554.380519
691	removal	3	387.064910
692	T	2	387.314999
0	key	9(	65555.220520
693	removal	2	387.915042
694	T	1	388.165315
695	removal	1	388.764840
0	key	2@	65556.172541
696	T	3	389.015196
0	key	0)	65556.932521
697	removal	3	389.614686
698	T	1	389.864954
0	key	2@	65557.764517
699	removal	1	390.465120
700	T	2	390.714695
0	key	9(	65558.604523
701	removal	2	391.314883
702	T	4	391.564877
0	key	1!	65559.452521
703	removal	4	392.164846
704	T	3	392.414944
0	key	0)	65560.300520
705	removal	3	393.016111
706	T	2	393.265106
0	key	9(	65561.140489
707	removal	2	393.865899
708	T	1	394.116279
0	key	2@	65561.964521
709	removal	1	394.716116
710	T	4	394.966192
0	key	1!	65562.772521
711	removal	4	395.566079
712	T	2	395.816260
0	key	9(	65563.556486
713	removal	2	396.415929
714	T	4	396.666175
0	key	1!	65564.588519
715	removal	4	397.266056
716	T	1	397.516085
0	key	2@	65565.316522
717	removal	1	398.115923
718	T	3	398.365834
0	key	0)	65566.220520
719	removal	3	398.965951
720	T	1	399.216037
0	key	2@	65567.068522
721	removal	1	399.816405
722	T	4	400.067236
723	removal	4	400.667114
0	key	1!	65568.100521
724	T	3	400.916978
0	key	0)	65568.748522
725	removal	3	401.517261
726	T	2	401.767291
0	key	9(	65569.596489
727	removal	2	402.367222
728	T	4	402.617176
0	key	1!	65570.428518
729	removal	4	403.217245
730	T	1	403.467094
0	key	2@	65571.316522
731	removal	1	404.067141
732	T	2	404.316648
0	key	9(	65572.204520
733	removal	2	404.916836
734	T	3	405.167983
0	key	0)	65573.116520
735	removal	3	405.767916
736	T	1	406.017138
0	key	2@	65573.980520
737	removal	1	406.618020
738	T	3	406.868218
0	key	0)	65574.708522
739	removal	3	407.468004
740	T	2	407.718314
0	key	9(	65575.500523
741	removal	2	408.318175
742	T	4	408.568327
0	key	1!	65576.420478
743	removal	4	409.167562
744	T	1	409.418291
0	key	2@	65577.252523
745	removal	1	410.017919
746	T	4	410.268101
0	key	1!	65578.140488
747	removal	4	410.868039
748	T	3	411.117934
0	key	0)	65579.004519
749	removal	3	411.718873
750	T	2	411.968135
0	key	9(	65579.836497
751	removal	2	412.568839
752	T	3	412.818456
0	key	0)	65580.700520
753	removal	3	413.418283
754	T	4	413.668191
0	key	1!	65581.516518
755	removal	4	414.268358
756	T	1	414.519196
0	key	2@	65582.300522
757	removal	1	415.119064
758	T	2	415.369195
0	key	9(	65583.196467
759	removal	2	415.969541
760	T	1	416.219266
0	key	2@	65584.156516
761	removal	1	416.819159
762	T	3	417.068943
0	key	0)	65584.892519
763	removal	3	417.669115
764	T	2	417.919252
0	key	9(	65585.700510
765	removal	2	418.519042
766	T	4	418.769380
0	key	1!	65586.668489
767	removal	4	419.369078
768	T	2	419.619291
0	key	9(	65587.396512
769	removal	2	420.220044
770	T	3	420.469599
0	key	0)	65588.276519
771	removal	3	421.070553
772	T	1	421.319434
0	key	2@	65589.236488
773	removal	1	421.920396
774	T	4	422.170512
0	key	1!	65590.044532
775	removal	4	422.770557
776	T	1	423.020646
0	key	2@	65590.820520
777	removal	1	423.620834
778	T	4	423.870349
0	key	1!	65591.764520
779	removal	4	424.470238
780	T	3	424.720195
0	key	0)	65592.548487
781	removal	3	425.321003
