event	type	value	time
782	T	2	425.570436
0	key	9(	65593.428505
783	removal	2	426.171196
784	rest	+	426.420353
785	cue	R	438.422688
786	R	4	440.422445
787	removal	4	441.023287
0	key	0)	65608.442884
788	R	3	441.273609
0	key	9(	65609.090893
789	removal	3	441.872735
790	R	2	442.122751
0	key	2@	65609.842897
791	removal	2	442.723580
792	R	1	442.973463
0	key	1!	65610.722898
793	removal	1	443.573420
794	R	3	443.823331
0	key	9(	65611.530895
795	removal	3	444.422857
796	R	4	444.673728
0	key	0)	65612.378897
797	removal	4	445.273249
798	R	1	445.523464
0	key	1!	65613.274894
799	removal	1	446.123455
800	R	2	446.373556
0	key	2@	65614.090893
801	removal	2	446.974344
802	R	1	447.224383
0	key	1!	65615.026896
803	removal	1	447.824627
804	R	4	448.073638
0	key	0)	65615.834894
805	removal	4	448.673730
806	R	3	448.924070
0	key	9(	65616.698896
807	removal	3	449.524524
808	R	2	449.774914
0	key	2@	65617.690859
809	removal	2	450.374334
810	R	3	450.624965
0	key	9(	65618.418896
811	removal	3	451.224663
812	R	2	451.475247
0	key	1!	65619.234896
813	removal	2	452.075242
814	R	1	452.324605
0	key	1!	65620.162895
815	removal	1	452.924759
816	R	4	453.175092
0	key	0)	65620.986896
817	removal	4	453.775568
818	R	2	454.024465
0	key	2@	65621.794907
819	removal	2	454.624841
820	R	3	454.875392
0	key	9(	65622.826896
821	removal	3	455.475726
822	R	1	455.725443
0	key	1!	65623.658901
823	removal	1	456.324618
824	R	4	456.574908
0	key	0)	65624.442895
825	removal	4	457.175689
826	R	3	457.425612
0	key	9(	65625.346899
827	removal	3	458.025163
828	R	4	458.275342
0	key	0)	65626.138895
829	removal	4	458.875717
830	R	1	459.125464
0	key	1!	65626.842898
831	removal	1	459.725609
832	R	2	459.976377
0	key	2@	65627.714893
833	removal	2	460.576165
834	rest	+	460.826375
